neighbourhood,latitude,longitude,price,minimum_nights
Mercier-Hochelaga-Maisonneuve,45.54752,-73.54326,230,2
Mercier-Hochelaga-Maisonneuve,45.54395,-73.54399,99,1
Villeray-Saint-Michel-Parc-Extension,45.54863,-73.61604,36,13
Le Plateau-Mont-Royal,45.50663,-73.5738,85,4
Saint-Laurent,45.51092,-73.67488,78,7
Ville-Marie,45.51715,-73.56552,39,7
Ville-Marie,45.50375,-73.55366,230,3
Le Sud-Ouest,45.48271,-73.57763,110,14
Le Sud-Ouest,45.49144,-73.55832,388,1
Le Sud-Ouest,45.49144,-73.55832,268,1
Le Sud-Ouest,45.49144,-73.55832,278,1
Ville-Marie,45.51636,-73.56138,132,1
Ville-Marie,45.50054,-73.55903,162,2
Ville-Marie,45.50163,-73.57993,35,14
Mercier-Hochelaga-Maisonneuve,45.54311,-73.54407,94,1
Saint-Laurent,45.52642,-73.67772,307,2
Villeray-Saint-Michel-Parc-Extension,45.56202,-73.59587,140,1
Outremont,45.52183,-73.60983,100,1
Ville-Marie,45.51895,-73.55579,45,7
Rosemont-La Petite-Patrie,45.54205,-73.57661,49,1
Mercier-Hochelaga-Maisonneuve,45.5523,-73.55298,95,5
Mercier-Hochelaga-Maisonneuve,45.55049,-73.55268,95,5
Mercier-Hochelaga-Maisonneuve,45.55256,-73.55362,78,3
Le Plateau-Mont-Royal,45.52299,-73.60193,99,2
Le Plateau-Mont-Royal,45.52429,-73.60166,94,2
Ville-Marie,45.50171,-73.55528,32,1
Le Plateau-Mont-Royal,45.51798,-73.57962,150,2
Le Plateau-Mont-Royal,45.53428,-73.57768,220,2
Le Plateau-Mont-Royal,45.52242,-73.60131,94,2
Ville-Marie,45.51666,-73.55908,99,2
Ville-Marie,45.51727,-73.55927,92,1
Le Plateau-Mont-Royal,45.52514,-73.58401,163,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46376,-73.61611,83,1
Ahuntsic-Cartierville,45.56748,-73.65211,81,4
Mercier-Hochelaga-Maisonneuve,45.54483,-73.54386,94,1
Mercier-Hochelaga-Maisonneuve,45.55422,-73.54658,150,1
Ville-Marie,45.50435,-73.55499,198,2
Outremont,45.52147,-73.60836,21,7
Mercier-Hochelaga-Maisonneuve,45.55406,-73.54657,120,1
Ville-Marie,45.50484,-73.55519,185,2
Le Plateau-Mont-Royal,45.51381,-73.56953,151,1
Mercier-Hochelaga-Maisonneuve,45.55268,-73.5467,110,1
Rosemont-La Petite-Patrie,45.53047,-73.61054,100,2
Mercier-Hochelaga-Maisonneuve,45.54324,-73.5458,99,1
Montréal-Nord,45.59611,-73.6223,340,3
Ville-Marie,45.50621,-73.55529,212,2
Mercier-Hochelaga-Maisonneuve,45.55728,-73.54152,180,4
Le Plateau-Mont-Royal,45.51565,-73.56967,151,1
Ville-Marie,45.519379,-73.565063,68,1
Le Plateau-Mont-Royal,45.52508,-73.58613,189,2
LaSalle,45.42617,-73.6027,55,3
Ville-Marie,45.51683,-73.56701,192,1
Ville-Marie,45.51492,-73.56797,192,1
Ville-Marie,45.51507,-73.56828,192,1
Ville-Marie,45.51524,-73.56631,192,1
Mercier-Hochelaga-Maisonneuve,45.54399,-73.53915,60,3
Ville-Marie,45.51179,-73.56073,500,1
Le Plateau-Mont-Royal,45.51665,-73.5677,192,1
Ville-Marie,45.51513,-73.56619,192,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50427,-73.62739,28,4
Ville-Marie,45.51666,-73.56648,192,1
Ville-Marie,45.51464,-73.5671,192,1
Le Plateau-Mont-Royal,45.51699,-73.57976,152,2
Ville-Marie,45.51168,-73.55189,460,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.5135,-73.623,150,1
Ville-Marie,45.51549,-73.56628,192,1
Le Sud-Ouest,45.48359,-73.58293,127,1
Ville-Marie,45.51487,-73.56653,257,1
Le Plateau-Mont-Royal,45.51974,-73.5754,175,2
Ville-Marie,45.515,-73.56788,257,1
Rosemont-La Petite-Patrie,45.53125,-73.60867,95,2
Saint-Léonard,45.58512,-73.57486,42,7
Ville-Marie,45.51478,-73.56623,257,1
Ville-Marie,45.51521,-73.56631,257,1
Ville-Marie,45.5165,-73.56612,257,1
Le Plateau-Mont-Royal,45.51721,-73.5738,128,2
Le Plateau-Mont-Royal,45.51278,-73.57185,123,2
Ville-Marie,45.5149,-73.56651,257,1
Ville-Marie,45.515,-73.56675,257,1
Ville-Marie,45.51475,-73.56634,257,1
Le Sud-Ouest,45.44617,-73.60121,82,1
Ville-Marie,45.51496,-73.56634,257,1
Ville-Marie,45.51691,-73.56692,257,1
Ville-Marie,45.51489,-73.56688,301,1
Le Plateau-Mont-Royal,45.51299,-73.57038,120,2
Le Plateau-Mont-Royal,45.53227,-73.56494,40,14
Le Sud-Ouest,45.44642,-73.6021,110,1
Ville-Marie,45.51488,-73.56652,301,1
Ville-Marie,45.51501,-73.56614,301,1
Ville-Marie,45.51665,-73.56633,301,1
Ville-Marie,45.51481,-73.56752,301,1
Ville-Marie,45.51464,-73.56804,301,1
Saint-Laurent,45.51134,-73.67692,68,3
Ville-Marie,45.51507,-73.56639,301,1
Rosemont-La Petite-Patrie,45.54239,-73.59237,286,1
Ville-Marie,45.5149,-73.56765,301,1
Ahuntsic-Cartierville,45.54192,-73.65117,80,2
Le Plateau-Mont-Royal,45.51619,-73.5717,396,3
Villeray-Saint-Michel-Parc-Extension,45.56387,-73.59105,95,14
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46421,-73.62636,80,2
Rosemont-La Petite-Patrie,45.56711,-73.57056,110,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46588,-73.61695,94,1
Ville-Marie,45.50617,-73.55247,204,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46407,-73.61745,114,1
Ville-Marie,45.50734685361935,-73.55462888047914,204,2
Mercier-Hochelaga-Maisonneuve,45.55368,-73.53341,154,1
Ville-Marie,45.49643,-73.56936,600,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46559,-73.6168,103,1
Le Plateau-Mont-Royal,45.51933,-73.5938,60,2
Rosemont-La Petite-Patrie,45.54927,-73.57868,80,2
Le Plateau-Mont-Royal,45.53231,-73.57404,50,1
Ville-Marie,45.49695,-73.58127,61,1
Rosemont-La Petite-Patrie,45.55635,-73.55991,60,1
Le Plateau-Mont-Royal,45.53597,-73.58464,75,10
Côte-Saint-Luc,45.45962,-73.65965,35,2
Le Plateau-Mont-Royal,45.52295,-73.58292,218,2
Rosemont-La Petite-Patrie,45.5395,-73.58984,40,5
Le Plateau-Mont-Royal,45.52303,-73.58266,199,2
Rosemont-La Petite-Patrie,45.57339,-73.57075,52,1
Le Plateau-Mont-Royal,45.52255,-73.58399,158,2
Le Plateau-Mont-Royal,45.52379,-73.57415,99,2
Lachine,45.44501,-73.64637,206,2
Le Plateau-Mont-Royal,45.53609,-73.56537,47,2
Ville-Marie,45.50056,-73.58156,55,14
Ville-Marie,45.49231,-73.58192,50,1
Le Plateau-Mont-Royal,45.52397,-73.58472,136,2
Le Plateau-Mont-Royal,45.52471,-73.58261,169,2
Le Plateau-Mont-Royal,45.52415,-73.58114,180,1
Le Plateau-Mont-Royal,45.51796,-73.57491,27,3
Mercier-Hochelaga-Maisonneuve,45.55253,-73.54733,100,1
Ville-Marie,45.51581,-73.56218,82,2
Mercier-Hochelaga-Maisonneuve,45.59539,-73.51447,47,1
Ville-Marie,45.51016,-73.55911,106,1
Le Plateau-Mont-Royal,45.52826,-73.57563,125,6
Le Plateau-Mont-Royal,45.51623,-73.57047,225,3
Ville-Marie,45.49719,-73.58084,84,1
Rosemont-La Petite-Patrie,45.53694,-73.59553,40,5
Rosemont-La Petite-Patrie,45.53625,-73.61139,57,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46556,-73.61599,88,1
Ville-Marie,45.511,-73.56775,199,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.51229,-73.62508,164,1
Mercier-Hochelaga-Maisonneuve,45.54242,-73.54978,55,1
Ville-Marie,45.49389,-73.58219,85,1
Ville-Marie,45.49252,-73.58203,102,1
Le Plateau-Mont-Royal,45.51813,-73.56747,106,1
Le Plateau-Mont-Royal,45.51971,-73.573,186,2
Ville-Marie,45.51434,-73.56381,40,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4639,-73.61689,84,1
Rosemont-La Petite-Patrie,45.54157,-73.6067,63,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46355,-73.61593,99,1
Le Plateau-Mont-Royal,45.51839,-73.58245,97,2
Mercier-Hochelaga-Maisonneuve,45.5448,-73.54529,90,1
Rosemont-La Petite-Patrie,45.53771,-73.61264,59,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46546,-73.61546,90,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46543,-73.61565,115,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46556,-73.61554,103,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46548,-73.61519,100,1
Le Plateau-Mont-Royal,45.5187,-73.56767,99,1
Montréal-Nord,45.59169,-73.63141,64,1
Ville-Marie,45.49953,-73.55702,299,2
Ville-Marie,45.49105,-73.58197,83,7
Ville-Marie,45.49985,-73.55669,400,4
Le Plateau-Mont-Royal,45.521042,-73.577042,105,1
Le Sud-Ouest,45.49273,-73.55835,250,1
Le Plateau-Mont-Royal,45.53257,-73.5693,157,1
Saint-Laurent,45.50977,-73.67766,46,1
Le Sud-Ouest,45.47647,-73.57971,200,14
Ville-Marie,45.51768,-73.56083,82,2
Le Plateau-Mont-Royal,45.518,-73.56738,111,1
Le Plateau-Mont-Royal,45.512127,-73.571205,477,2
Le Plateau-Mont-Royal,45.5088,-73.57758,65,2
Ahuntsic-Cartierville,45.55853,-73.66672,40,1
Le Plateau-Mont-Royal,45.50743,-73.57586,65,2
Mercier-Hochelaga-Maisonneuve,45.60011,-73.52037,99,3
Le Plateau-Mont-Royal,45.50889,-73.57647,65,2
Le Plateau-Mont-Royal,45.50793,-73.57786,69,2
Le Sud-Ouest,45.45069,-73.59134,85,3
Le Plateau-Mont-Royal,45.5177,-73.56736,147,1
Le Plateau-Mont-Royal,45.53293,-73.56827,100,3
Montréal-Ouest,45.45582,-73.65395,28,7
Ville-Marie,45.5013,-73.5563,242,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46379,-73.61751,81,1
Le Plateau-Mont-Royal,45.50861,-73.57635,65,2
Le Sud-Ouest,45.49251,-73.55788,208,1
Ville-Marie,45.49189,-73.58078,93,1
Mercier-Hochelaga-Maisonneuve,45.54986,-73.54819,129,2
Le Sud-Ouest,45.49079,-73.5594,102,1
Le Plateau-Mont-Royal,45.52606,-73.58234,165,3
Le Plateau-Mont-Royal,45.513348,-73.570999,255,1
Rosemont-La Petite-Patrie,45.53796,-73.61059,59,2
Ville-Marie,45.49913,-73.55946,160,3
Rosemont-La Petite-Patrie,45.56277084350586,-73.5748519897461,85,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47334,-73.60959,87,1
Le Plateau-Mont-Royal,45.50873,-73.57601,65,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49381,-73.62607,129,14
Saint-Laurent,45.52786,-73.69434,42,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46434,-73.61723,97,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46574,-73.61713,87,1
Ville-Marie,45.51661,-73.56364,90,1
Le Sud-Ouest,45.491,-73.55941,102,1
Le Sud-Ouest,45.49031,-73.55813,102,1
Ville-Marie,45.49556,-73.57712,70,1
Ville-Marie,45.51009,-73.56029,174,2
Le Sud-Ouest,45.49043,-73.5574,128,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46426,-73.61523,118,1
Villeray-Saint-Michel-Parc-Extension,45.54628,-73.62582,95,4
Ville-Marie,45.49512,-73.58258,58,1
Le Plateau-Mont-Royal,45.52057,-73.57348,45,1
Le Plateau-Mont-Royal,45.52175,-73.58111,42,6
Le Plateau-Mont-Royal,45.51849,-73.58979,126,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47024,-73.6126,50,1
Ville-Marie,45.51631,-73.56224,85,7
Le Plateau-Mont-Royal,45.51684,-73.58941,119,2
Le Plateau-Mont-Royal,45.52097,-73.58651,99,2
Ville-Marie,45.52277,-73.55878,25,7
Mercier-Hochelaga-Maisonneuve,45.58413,-73.56077,30,1
Pointe-Claire,45.448,-73.79877,324,2
Ville-Marie,45.51653,-73.56293,115,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46802,-73.6179,99,3
Le Plateau-Mont-Royal,45.50796,-73.57439,165,1
Ville-Marie,45.49559,-73.57724,72,1
Villeray-Saint-Michel-Parc-Extension,45.55509,-73.60122,107,2
Le Sud-Ouest,45.456902,-73.596062,89,1
Le Plateau-Mont-Royal,45.52433,-73.58594,63,2
Le Plateau-Mont-Royal,45.5301,-73.57876,263,2
Mercier-Hochelaga-Maisonneuve,45.54917,-73.54813,126,2
Le Plateau-Mont-Royal,45.52573,-73.58523,50,2
Ville-Marie,45.50797,-73.55424,204,2
Ville-Marie,45.51569,-73.56354,39,1
Rosemont-La Petite-Patrie,45.54895,-73.58541,95,2
Le Plateau-Mont-Royal,45.50683,-73.57611,65,2
Le Plateau-Mont-Royal,45.50666,-73.57603,55,2
Ville-Marie,45.50384,-73.56016,99,1
Le Plateau-Mont-Royal,45.5326,-73.5917,128,1
Le Plateau-Mont-Royal,45.51291,-73.57418,118,1
Ville-Marie,45.52308,-73.5521,435,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49892,-73.6251,60,14
Rosemont-La Petite-Patrie,45.54276,-73.58557,160,4
Villeray-Saint-Michel-Parc-Extension,45.5459,-73.62714,126,2
Verdun,45.45459,-73.57753,35,2
Le Plateau-Mont-Royal,45.50815,-73.57584,55,2
Ville-Marie,45.49685,-73.58157,59,1
Ville-Marie,45.50342,-73.55937,114,1
Dollard-des-Ormeaux,45.48497,-73.80674,90,1
Le Plateau-Mont-Royal,45.52758,-73.59911,81,2
Ville-Marie,45.521294,-73.555351,86,1
Rosemont-La Petite-Patrie,45.536,-73.59944,150,7
Pierrefonds-Roxboro,45.46762,-73.87513,109,10
Le Plateau-Mont-Royal,45.53544,-73.56231,29,1
Le Sud-Ouest,45.49204,-73.55964,110,1
Le Plateau-Mont-Royal,45.52597,-73.59783,33,1
Verdun,45.4543,-73.57578,35,1
Ville-Marie,45.51192,-73.56243,54,10
Ville-Marie,45.49277,-73.57431,160,7
Saint-Laurent,45.52652,-73.69504,41,4
Ville-Marie,45.50341,-73.5675,150,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49371,-73.62458,92,6
Le Sud-Ouest,45.456,-73.59499,85,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46242,-73.62436,24,10
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46932,-73.61282,27,1
Le Plateau-Mont-Royal,45.51871,-73.59443,45,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49243,-73.62617,165,3
Ahuntsic-Cartierville,45.53752,-73.64715,70,3
Le Plateau-Mont-Royal,45.50831,-73.57586,55,2
Ahuntsic-Cartierville,45.54162,-73.65092,70,2
Ville-Marie,45.48897,-73.58066,89,3
Montréal-Nord,45.60267,-73.6226,50,7
Ville-Marie,45.49612,-73.57353,350,6
Villeray-Saint-Michel-Parc-Extension,45.55051,-73.60922,120,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49709,-73.63367,220,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46522,-73.61546,109,1
Ville-Marie,45.49926,-73.576,359,1
Le Sud-Ouest,45.4786,-73.58145,86,4
Villeray-Saint-Michel-Parc-Extension,45.55296,-73.60855,150,6
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48209,-73.62773,42,7
Ville-Marie,45.5076904296875,-73.56964111328125,193,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48296,-73.62663,40,7
L'Île-Bizard-Sainte-Geneviève,45.47514,-73.89279,140,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48759,-73.63371,28,10
Le Sud-Ouest,45.47459,-73.58698,100,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46963,-73.61633,52,14
Villeray-Saint-Michel-Parc-Extension,45.54163,-73.61596,150,2
Rosemont-La Petite-Patrie,45.57155,-73.5704,65,14
Ahuntsic-Cartierville,45.55741,-73.63804,50,3
Ville-Marie,45.50146,-73.56447,200,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49334,-73.62383,41,14
Ahuntsic-Cartierville,45.55884,-73.63965,97,5
Mercier-Hochelaga-Maisonneuve,45.53886,-73.54125,59,3
Rosemont-La Petite-Patrie,45.54818,-73.56871,71,10
Ville-Marie,45.52938,-73.55397,71,5
Le Plateau-Mont-Royal,45.52566,-73.60204,107,2
Verdun,45.45751,-73.57468,65,7
Le Plateau-Mont-Royal,45.51773,-73.57185,120,3
Mercier-Hochelaga-Maisonneuve,45.54436,-73.53883,23,10
Mercier-Hochelaga-Maisonneuve,45.54825,-73.54099,95,1
Villeray-Saint-Michel-Parc-Extension,45.54446,-73.62976,84,1
Rosemont-La Petite-Patrie,45.54132,-73.58631,126,7
Ville-Marie,45.49591,-73.56903,49,5
Le Sud-Ouest,45.49606,-73.56178,113,7
Le Sud-Ouest,45.47889,-73.58463,74,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49152,-73.62413,70,7
Le Sud-Ouest,45.47885,-73.58525,62,1
Le Sud-Ouest,45.45272,-73.595,68,1
Le Plateau-Mont-Royal,45.51458,-73.57669,73,2
Le Sud-Ouest,45.45181,-73.59426,82,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49602,-73.62527,58,1
Mercier-Hochelaga-Maisonneuve,45.54824,-73.5407,95,1
Le Sud-Ouest,45.45838,-73.59798,122,2
Ville-Marie,45.495,-73.58286,55,1
Lachine,45.43782,-73.67858,70,4
Mercier-Hochelaga-Maisonneuve,45.57146,-73.54314,55,3
Lachine,45.43459,-73.67093,50,3
Ville-Marie,45.49452,-73.58222,104,1
Ville-Marie,45.52078,-73.55999,80,1
Le Plateau-Mont-Royal,45.53838,-73.56501,125,5
Ville-Marie,45.51209,-73.55453,490,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49883,-73.62363,80,1
Ville-Marie,45.5079,-73.55394,204,2
Ville-Marie,45.50734869626063,-73.55273034602115,204,2
Ville-Marie,45.50622,-73.55293,204,2
Ville-Marie,45.50577795653439,-73.5543811464418,204,2
Ville-Marie,45.50945,-73.56967,176,2
Ville-Marie,45.50721,-73.5546,204,2
Ahuntsic-Cartierville,45.54365,-73.69331,130,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4823,-73.62701,28,7
Saint-Laurent,45.51085,-73.70481,102,1
Mercier-Hochelaga-Maisonneuve,45.54621,-73.55253,70,12
Ville-Marie,45.508331,-73.559692,180,1
Villeray-Saint-Michel-Parc-Extension,45.54171,-73.61804,130,2
Ville-Marie,45.49078,-73.58065,40,1
Ville-Marie,45.508331,-73.559692,114,1
Le Sud-Ouest,45.48848,-73.566,152,2
Ville-Marie,45.508331,-73.559692,133,1
Ville-Marie,45.508331,-73.559692,115,1
Le Plateau-Mont-Royal,45.52575,-73.57707,107,1
Ville-Marie,45.508331,-73.559692,115,1
Mercier-Hochelaga-Maisonneuve,45.54947,-73.55033,36,2
Ville-Marie,45.508331,-73.559692,115,1
Ville-Marie,45.51641,-73.56582,348,2
Le Plateau-Mont-Royal,45.50677,-73.57622,58,2
Le Plateau-Mont-Royal,45.51611,-73.57897,108,10
Mercier-Hochelaga-Maisonneuve,45.54278,-73.55676,200,1
Ville-Marie,45.508331,-73.559692,112,1
Ville-Marie,45.508331,-73.559692,112,1
Montréal-Ouest,45.44739,-73.64022,162,2
Le Plateau-Mont-Royal,45.52867,-73.56479,485,7
LaSalle,45.42738,-73.63043,86,7
Ville-Marie,45.4967,-73.57723,51,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4921,-73.6261,46,7
Ville-Marie,45.52275,-73.55831,55,1
Mercier-Hochelaga-Maisonneuve,45.5532,-73.55344,59,2
Le Sud-Ouest,45.456,-73.59685,78,1
Pierrefonds-Roxboro,45.46607,-73.87459,129,2
Ville-Marie,45.51109,-73.56879,141,2
Lachine,45.44764,-73.68321,124,1
Ville-Marie,45.49079,-73.576,30,1
Rosemont-La Petite-Patrie,45.53408,-73.5935,50,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50387,-73.62964,175,3
Ville-Marie,45.49908,-73.55834,162,2
Le Plateau-Mont-Royal,45.52194,-73.58513,90,5
Verdun,45.47198,-73.56534,75,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.51154,-73.63011,90,2
Ville-Marie,45.4968,-73.58016,47,1
Ville-Marie,45.50192,-73.56281,105,1
Le Plateau-Mont-Royal,45.52364,-73.58018,40,2
Rosemont-La Petite-Patrie,45.5542,-73.57608,90,1
Le Plateau-Mont-Royal,45.53074,-73.58628,45,7
Ahuntsic-Cartierville,45.56947,-73.64595,85,2
Le Plateau-Mont-Royal,45.50855,-73.57656,37,3
Ville-Marie,45.51193,-73.55613,142,2
Ville-Marie,45.51174,-73.55612,233,2
Ville-Marie,45.51341,-73.55648,223,2
Ville-Marie,45.51155,-73.55684,288,2
Ville-Marie,45.50926,-73.56204,75,12
Le Sud-Ouest,45.49027,-73.55716,102,1
Le Sud-Ouest,45.4909,-73.55935,102,1
Le Sud-Ouest,45.4904,-73.55735,102,1
Ville-Marie,45.51216,-73.5581,143,2
Mercier-Hochelaga-Maisonneuve,45.59788,-73.53988,57,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49383,-73.62435,38,14
Le Plateau-Mont-Royal,45.52417,-73.57641,80,2
Le Plateau-Mont-Royal,45.53026,-73.57839,30,7
Le Plateau-Mont-Royal,45.52126,-73.58888,48,1
Le Plateau-Mont-Royal,45.51719,-73.58108,91,2
Le Plateau-Mont-Royal,45.5089,-73.57768,65,2
Ville-Marie,45.50157,-73.55599,365,2
Kirkland,45.46638,-73.85777,67,1
Ville-Marie,45.51191,-73.56146,142,2
Ville-Marie,45.51192,-73.56301,136,2
Le Plateau-Mont-Royal,45.52211,-73.57556,280,2
Ville-Marie,45.499,-73.5598,85,1
Ville-Marie,45.51967,-73.55761,171,3
Ville-Marie,45.53362,-73.55956,109,2
Le Plateau-Mont-Royal,45.52039,-73.57574,112,2
Le Sud-Ouest,45.4847,-73.5728,345,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47426,-73.61055,114,2
LaSalle,45.41604,-73.61992,375,3
Ville-Marie,45.49546,-73.58078,49,1
Villeray-Saint-Michel-Parc-Extension,45.54386,-73.61549,121,10
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47058,-73.63888,60,2
Anjou,45.60132,-73.57479,40,1
Ahuntsic-Cartierville,45.54671,-73.63971,160,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49229,-73.62567,102,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46406,-73.61621,104,1
Villeray-Saint-Michel-Parc-Extension,45.55568,-73.60078,40,1
Le Plateau-Mont-Royal,45.51855,-73.58968,119,3
Rosemont-La Petite-Patrie,45.53693,-73.61284,89,2
Ville-Marie,45.50974,-73.56634,149,2
Le Plateau-Mont-Royal,45.52177,-73.57696,89,2
Ville-Marie,45.48878,-73.58123,114,3
Le Plateau-Mont-Royal,45.52196,-73.57413,103,1
Le Plateau-Mont-Royal,45.52232,-73.57688,89,2
Ville-Marie,45.49415,-73.56794,423,2
Mercier-Hochelaga-Maisonneuve,45.53714,-73.5412,122,2
Le Sud-Ouest,45.49054,-73.5588,189,2
Le Plateau-Mont-Royal,45.52258,-73.5791,89,2
Mercier-Hochelaga-Maisonneuve,45.53849,-73.54057,96,2
Le Plateau-Mont-Royal,45.52134,-73.57704,89,2
Le Plateau-Mont-Royal,45.53093,-73.58681,50,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47368,-73.60909,259,3
Le Plateau-Mont-Royal,45.52129,-73.59298,18,3
Le Plateau-Mont-Royal,45.52287,-73.58488,169,3
Le Sud-Ouest,45.49382,-73.56059,300,1
Ville-Marie,45.51143,-73.56819,199,2
Lachine,45.44873,-73.64821,90,3
Ville-Marie,45.49908,-73.56021,157,2
Le Sud-Ouest,45.45776,-73.59655,135,1
Le Sud-Ouest,45.4794,-73.56858,169,2
Ville-Marie,45.5322,-73.55352,40,1
Le Sud-Ouest,45.49315,-73.5596,95,7
Ville-Marie,45.4932,-73.56711,232,2
Ville-Marie,45.51857,-73.55637,68,2
Rosemont-La Petite-Patrie,45.54035,-73.60399,100,3
Ville-Marie,45.49331,-73.57224,230,7
Le Plateau-Mont-Royal,45.51966,-73.57333,193,2
Mercier-Hochelaga-Maisonneuve,45.55763,-73.53991,65,1
Rosemont-La Petite-Patrie,45.53597,-73.60265,35,3
Ville-Marie,45.48778,-73.58219,260,2
Beaconsfield,45.43227,-73.84902,87,5
Le Sud-Ouest,45.48419,-73.55952,47,3
Ville-Marie,45.51079,-73.56137,263,1
Ville-Marie,45.49594,-73.58079,57,1
Ahuntsic-Cartierville,45.58205032348633,-73.65198516845703,75,7
Le Sud-Ouest,45.4801,-73.58458,131,7
Ville-Marie,45.5028,-73.56097,316,2
Le Plateau-Mont-Royal,45.53063,-73.57909,109,2
Montréal-Nord,45.5953,-73.64508,90,1
Ville-Marie,45.50097,-73.55898,363,2
Ville-Marie,45.49371,-73.5838,271,1
Ville-Marie,45.52648,-73.55642,100,4
Mercier-Hochelaga-Maisonneuve,45.5572,-73.53066,148,2
Rosemont-La Petite-Patrie,45.55317,-73.55678,101,2
Le Plateau-Mont-Royal,45.51998,-73.5737,134,1
Le Plateau-Mont-Royal,45.52054,-73.57766,89,2
Pierrefonds-Roxboro,45.48413,-73.85915,225,1
Le Plateau-Mont-Royal,45.5213,-73.57918,89,2
Le Plateau-Mont-Royal,45.52088,-73.57717,89,2
Ville-Marie,45.48891,-73.58046,160,1
Rosemont-La Petite-Patrie,45.54317,-73.60052,100,2
Le Plateau-Mont-Royal,45.52706,-73.58051,354,2
Le Plateau-Mont-Royal,45.52065,-73.57909,89,2
Le Plateau-Mont-Royal,45.52233,-73.5791,89,2
Mercier-Hochelaga-Maisonneuve,45.55649,-73.52913,99,2
Le Sud-Ouest,45.48414,-73.56117,172,2
Le Sud-Ouest,45.4916,-73.55929,134,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46627,-73.62099,108,2
Ville-Marie,45.49905,-73.5598,79,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46531,-73.61592,94,1
Ville-Marie,45.50465,-73.55689,193,2
Mercier-Hochelaga-Maisonneuve,45.55737,-73.53669,200,1
Ville-Marie,45.49658,-73.58674,95,1
Ville-Marie,45.53389,-73.56102,13,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49619,-73.62486,53,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46634,-73.61431,91,1
Mercier-Hochelaga-Maisonneuve,45.55042,-73.55233,105,4
Ville-Marie,45.52937,-73.55367,65,1
Ville-Marie,45.5041,-73.55648,192,2
Ville-Marie,45.5048,-73.55489,188,2
Le Plateau-Mont-Royal,45.52172,-73.58084,89,9
Le Plateau-Mont-Royal,45.53176,-73.57158,65,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48864,-73.62871,56,1
Le Sud-Ouest,45.496296,-73.560921,150,7
Le Plateau-Mont-Royal,45.52345,-73.57089,178,3
Mercier-Hochelaga-Maisonneuve,45.58354,-73.53261,90,1
Ville-Marie,45.53547,-73.55934,132,3
