neighbourhood,latitude,longitude,price,minimum_nights
Le Plateau-Mont-Royal,45.53263,-73.58282,59,1
Le Plateau-Mont-Royal,45.52791,-73.58861,98,7
Rosemont-La Petite-Patrie,45.54444,-73.60187,50,7
Le Plateau-Mont-Royal,45.53048,-73.56513,30,1
Villeray-Saint-Michel-Parc-Extension,45.54943,-73.6154,100,2
Mercier-Hochelaga-Maisonneuve,45.57807,-73.55431,60,1
Ville-Marie,45.5125858,-73.5493937,206,1
Le Plateau-Mont-Royal,45.52386,-73.58842,50,7
Rosemont-La Petite-Patrie,45.55007,-73.58072,80,3
Ville-Marie,45.48889,-73.58167,19,1
Ville-Marie,45.52593,-73.55485,50,2
Le Plateau-Mont-Royal,45.52563,-73.5829,125,4
Le Plateau-Mont-Royal,45.53105,-73.58083,150,7
Le Plateau-Mont-Royal,45.52487,-73.57659,25,5
Le Plateau-Mont-Royal,45.51892,-73.57957,30,1
Le Plateau-Mont-Royal,45.52009,-73.58417,764,2
Ville-Marie,45.52886,-73.54887,123,5
Villeray-Saint-Michel-Parc-Extension,45.55245,-73.6031,17,5
Le Plateau-Mont-Royal,45.50726,-73.5722,50,6
Ville-Marie,45.49771,-73.58273,59,1
Le Plateau-Mont-Royal,45.51977,-73.59086,39,1
Le Sud-Ouest,45.48052,-73.58693,80,2
Lachine,45.43385,-73.6786,86,2
Le Plateau-Mont-Royal,45.53534,-73.57485,45,1
Verdun,45.45851,-73.56968,70,4
Rosemont-La Petite-Patrie,45.53824,-73.6067,255,3
Rosemont-La Petite-Patrie,45.53162,-73.60499,86,4
Le Plateau-Mont-Royal,45.53025,-73.56871,48,4
Le Sud-Ouest,45.46694,-73.59284,65,1
Ville-Marie,45.53526,-73.56131,57,2
Le Plateau-Mont-Royal,45.52828,-73.58667,45,1
Le Plateau-Mont-Royal,45.5253,-73.60898,26,2
Villeray-Saint-Michel-Parc-Extension,45.52684,-73.62749,80,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46989,-73.61939,35,3
Villeray-Saint-Michel-Parc-Extension,45.53784,-73.61688,30,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47258,-73.61702,115,1
Le Plateau-Mont-Royal,45.51843,-73.57969,99,1
Le Sud-Ouest,45.4646,-73.593,307,2
Baie-d'Urfé,45.41391316687176,-73.91662683337927,371,2
Ahuntsic-Cartierville,45.5517,-73.65948,73,2
Côte-Saint-Luc,45.46628,-73.66496,100,1
Mercier-Hochelaga-Maisonneuve,45.55523,-73.53253,30,7
Le Plateau-Mont-Royal,45.53267,-73.58484,138,1
Rosemont-La Petite-Patrie,45.53716,-73.59567,20,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.51125,-73.62447,40,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49986,-73.653,79,7
Verdun,45.45811,-73.5749,82,2
Villeray-Saint-Michel-Parc-Extension,45.54929,-73.61926,20,1
Le Plateau-Mont-Royal,45.50793,-73.57248,82,1
Le Sud-Ouest,45.4843,-73.58169,23,1
Le Plateau-Mont-Royal,45.53032,-73.58617,134,3
Le Plateau-Mont-Royal,45.52577,-73.60774,58,1
Le Plateau-Mont-Royal,45.53654,-73.56866,27,1
Ville-Marie,45.50383,-73.55803,69,2
Ville-Marie,45.50489,-73.5678,26,1
Le Plateau-Mont-Royal,45.53288,-73.58239,586,3
Le Plateau-Mont-Royal,45.52898,-73.58847,35,1
Outremont,45.51543,-73.61258,395,4
Mercier-Hochelaga-Maisonneuve,45.5407,-73.54726,25,7
Le Plateau-Mont-Royal,45.53719,-73.56743,15,1
Le Plateau-Mont-Royal,45.53775,-73.58637,60,2
Ahuntsic-Cartierville,45.56873,-73.66029,200,1
Le Sud-Ouest,45.48602,-73.5602,250,2
Le Plateau-Mont-Royal,45.52949,-73.57032,257,3
Le Plateau-Mont-Royal,45.51646,-73.57201,73,1
Ville-Marie,45.52148,-73.55319,99,3
Mercier-Hochelaga-Maisonneuve,45.54592,-73.54659,29,1
Rosemont-La Petite-Patrie,45.54814,-73.58461,50,7
Le Plateau-Mont-Royal,45.50953,-73.5772,39,3
Le Plateau-Mont-Royal,45.52857,-73.58906,34,1
Ville-Marie,45.51859,-73.55921,149,3
Rosemont-La Petite-Patrie,45.56196,-73.5749,60,7
Rosemont-La Petite-Patrie,45.52973,-73.60755,95,2
Villeray-Saint-Michel-Parc-Extension,45.52881,-73.62157,16,1
Le Plateau-Mont-Royal,45.51924,-73.56747,109,1
Rosemont-La Petite-Patrie,45.55256,-73.59123,85,2
Le Plateau-Mont-Royal,45.51727,-73.56831,199,14
Ville-Marie,45.53922,-73.5582,418,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46421,-73.63972,31,3
Le Plateau-Mont-Royal,45.53117,-73.57691,37,3
Le Sud-Ouest,45.49652,-73.55923,79,2
Ville-Marie,45.53542,-73.55687,20,1
Rosemont-La Petite-Patrie,45.55092,-73.58959,125,2
Villeray-Saint-Michel-Parc-Extension,45.5441,-73.63445,69,4
Rosemont-La Petite-Patrie,45.53235,-73.60659,57,2
Le Plateau-Mont-Royal,45.52168,-73.58687,52,4
Ville-Marie,45.50125,-73.55532,185,2
Le Plateau-Mont-Royal,45.53497,-73.58862,90,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4842,-73.62579,19,1
Le Plateau-Mont-Royal,45.52689,-73.5743,50,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47836,-73.62936,155,7
Ville-Marie,45.49255,-73.5789,50,3
Ville-Marie,45.51713,-73.55707,142,1
Rosemont-La Petite-Patrie,45.56032,-73.57223,62,1
Outremont,45.50631,-73.61705,480,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50844,-73.61408,58,1
Le Plateau-Mont-Royal,45.52983,-73.59003,30,3
Rosemont-La Petite-Patrie,45.55136203661682,-73.57199542510354,80,1
Le Plateau-Mont-Royal,45.53904,-73.58115,65,6
Le Plateau-Mont-Royal,45.53414,-73.56291,25,7
Le Plateau-Mont-Royal,45.51858,-73.58006,70,7
Saint-Laurent,45.5112,-73.67754,139,7
Ville-Marie,45.49305,-73.57575,23,1
Verdun,45.45334,-73.5718,45,2
Le Plateau-Mont-Royal,45.53613,-73.58707,81,3
Rosemont-La Petite-Patrie,45.52944,-73.61314,121,2
Le Sud-Ouest,45.47869,-73.56877,90,3
Ville-Marie,45.50565,-73.56898,103,1
Le Plateau-Mont-Royal,45.50826,-73.57818,78,2
Outremont,45.51924,-73.60513,350,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48756,-73.62667,103,2
Le Plateau-Mont-Royal,45.52608,-73.6012,40,2
Ville-Marie,45.52251,-73.56032,50,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50529,-73.62331,500,1
Rosemont-La Petite-Patrie,45.53685,-73.59909,125,7
Rosemont-La Petite-Patrie,45.54195,-73.60982,20,1
Ville-Marie,45.50227,-73.55812,236,3
Rosemont-La Petite-Patrie,45.54134,-73.61158,23,1
Le Plateau-Mont-Royal,45.53182,-73.57493,30,7
Le Plateau-Mont-Royal,45.51743,-73.57464,125,4
Le Sud-Ouest,45.47831,-73.58448,95,10
Outremont,45.52122,-73.60763,39,3
Le Plateau-Mont-Royal,45.51359,-73.57486,55,7
Le Plateau-Mont-Royal,45.52076,-73.58346,100,1
Le Plateau-Mont-Royal,45.5212,-73.595,40,5
Le Plateau-Mont-Royal,45.52496,-73.60064,125,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49852,-73.63568,242,2
Ville-Marie,45.51351,-73.5655,60,1
Ville-Marie,45.5156,-73.56526,47,1
Le Plateau-Mont-Royal,45.52373,-73.57912,401,1
Le Plateau-Mont-Royal,45.53124,-73.57731,100,5
Le Plateau-Mont-Royal,45.52374,-73.58122,363,1
Le Plateau-Mont-Royal,45.51817,-73.58808,135,3
Ville-Marie,45.4917,-73.58352,22,1
Le Plateau-Mont-Royal,45.5134,-73.57279,93,1
Outremont,45.51751,-73.61721,542,5
Pointe-Claire,45.45144,-73.82551,141,7
Le Plateau-Mont-Royal,45.5281,-73.58489,88,2
Le Plateau-Mont-Royal,45.52857,-73.57397,100,12
Ville-Marie,45.50269,-73.57845,550,1
Le Plateau-Mont-Royal,45.52201,-73.5792,471,1
Le Plateau-Mont-Royal,45.50888,-73.57772,86,2
Le Plateau-Mont-Royal,45.52613,-73.58663,60,2
Le Sud-Ouest,45.45702,-73.59937,31,7
Le Plateau-Mont-Royal,45.50787,-73.57549,39,1
Le Plateau-Mont-Royal,45.52394,-73.59535,175,3
Ville-Marie,45.49115,-73.58087,79,4
Le Plateau-Mont-Royal,45.52318,-73.58124,224,7
Ville-Marie,45.49263,-73.58241,25,1
Ville-Marie,45.50059,-73.58172,80,14
Ville-Marie,45.51806,-73.55954,36,6
Montréal-Nord,45.59245,-73.65034,230,7
Villeray-Saint-Michel-Parc-Extension,45.54957,-73.62132,119,6
Le Plateau-Mont-Royal,45.52946,-73.57913,109,2
Saint-Laurent,45.52309,-73.67638,310,7
Le Plateau-Mont-Royal,45.52596,-73.60118,80,3
Le Plateau-Mont-Royal,45.52363,-73.57639,136,2
Le Sud-Ouest,45.47806,-73.57239,40,2
Le Plateau-Mont-Royal,45.53051,-73.56773,221,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49509,-73.64086,40,1
Le Sud-Ouest,45.48196,-73.58681,200,14
Le Sud-Ouest,45.47635,-73.57304,90,5
Mercier-Hochelaga-Maisonneuve,45.54599,-73.54723,40,3
Le Plateau-Mont-Royal,45.53056,-73.56768,221,4
Le Plateau-Mont-Royal,45.52648,-73.58466,26,1
Le Plateau-Mont-Royal,45.52236,-73.59573,35,1
Le Plateau-Mont-Royal,45.52231,-73.58975,25,1
Le Plateau-Mont-Royal,45.52495,-73.57276,40,2
Ville-Marie,45.50616,-73.55761,60,2
Le Plateau-Mont-Royal,45.52177,-73.58445,23,1
Le Plateau-Mont-Royal,45.51748,-73.5808,50,6
Mercier-Hochelaga-Maisonneuve,45.54134,-73.54912,70,5
Ville-Marie,45.50023,-73.57847,180,1
Le Plateau-Mont-Royal,45.51753,-73.5715,200,1
Ville-Marie,45.50371,-73.55787,45,2
Ville-Marie,45.52559,-73.5596,16,1
Le Sud-Ouest,45.49253,-73.56019,98,1
Ville-Marie,45.53762,-73.55256,95,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47068,-73.60905,125,1
Le Plateau-Mont-Royal,45.53071,-73.57952,90,2
Rosemont-La Petite-Patrie,45.54306,-73.60615,114,2
Villeray-Saint-Michel-Parc-Extension,45.54025,-73.62812,225,2
Villeray-Saint-Michel-Parc-Extension,45.54345,-73.6148,40,14
Le Plateau-Mont-Royal,45.53479,-73.57815,35,3
Le Plateau-Mont-Royal,45.53333272303327,-73.5830932946923,300,2
Ville-Marie,45.52779,-73.55913,14,1
Mercier-Hochelaga-Maisonneuve,45.54212,-73.55211,80,5
Ville-Marie,45.52036,-73.55576,27,1
Ville-Marie,45.52,-73.56235,85,5
Le Plateau-Mont-Royal,45.52837,-73.58639,60,2
Le Plateau-Mont-Royal,45.52273,-73.57631,100,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46865,-73.62826,50,5
Ville-Marie,45.5175,-73.55867,20,1
Le Plateau-Mont-Royal,45.52624,-73.60932,80,1
Le Sud-Ouest,45.47015,-73.59277,109,3
Le Sud-Ouest,45.48308,-73.58221,40,1
Ville-Marie,45.52015,-73.56388,105,5
Le Plateau-Mont-Royal,45.52699,-73.58344,80,3
Verdun,45.46689,-73.56736,13,1
Ville-Marie,45.52058,-73.55816,147,2
Mercier-Hochelaga-Maisonneuve,45.54202,-73.54175,50,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48913,-73.63947,575,1
Ville-Marie,45.50366,-73.58016,600,1
Ville-Marie,45.51516,-73.5565,495,4
Lachine,45.44337,-73.66669,163,2
Ville-Marie,45.51706,-73.55758,552,4
Rosemont-La Petite-Patrie,45.54003,-73.60342,60,1
Le Plateau-Mont-Royal,45.5224,-73.6008,80,1
Rosemont-La Petite-Patrie,45.53652,-73.59729,30,1
Rosemont-La Petite-Patrie,45.53377,-73.61119,125,3
Le Plateau-Mont-Royal,45.51456,-73.56973,60,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49978,-73.63312,55,3
Ville-Marie,45.53045,-73.54728,129,2
Le Plateau-Mont-Royal,45.52388,-73.58787,40,1
Le Plateau-Mont-Royal,45.52519,-73.609,85,7
Westmount,45.47761,-73.60384,220,2
Le Plateau-Mont-Royal,45.52197,-73.56696,150,10
Le Plateau-Mont-Royal,45.53609,-73.56696,140,5
Le Plateau-Mont-Royal,45.53742,-73.58441,30,3
Le Plateau-Mont-Royal,45.52277,-73.57292,90,1
Westmount,45.47775,-73.60521,180,2
Outremont,45.51891,-73.61793,24,1
Ville-Marie,45.5178,-73.56682,25,1
Ville-Marie,45.52176,-73.5591,70,1
Rosemont-La Petite-Patrie,45.5431,-73.6095,70,3
Le Sud-Ouest,45.48666,-73.5797,55,2
Le Sud-Ouest,45.48244,-73.57977,105,10
Mercier-Hochelaga-Maisonneuve,45.54437,-73.54938,124,5
Ville-Marie,45.51077,-73.55499,119,1
Saint-Laurent,45.50825,-73.6731,45,4
Ville-Marie,45.50409,-73.55536,266,2
Le Plateau-Mont-Royal,45.52039,-73.58504,16,1
Ville-Marie,45.52092,-73.55577,30,1
Mercier-Hochelaga-Maisonneuve,45.54367,-73.55239,15,1
Villeray-Saint-Michel-Parc-Extension,45.53883,-73.61727,42,1
Anjou,45.60558,-73.54337,40,2
Le Sud-Ouest,45.46167,-73.59727,70,1
Le Plateau-Mont-Royal,45.52413,-73.60008,66,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46502,-73.62246,150,2
Le Sud-Ouest,45.47554,-73.58143,650,2
Rosemont-La Petite-Patrie,45.53284,-73.59726,50,1
Villeray-Saint-Michel-Parc-Extension,45.54148,-73.62142,57,7
Le Plateau-Mont-Royal,45.52904,-73.58447,91,4
L'Île-Bizard-Sainte-Geneviève,45.48191,-73.8688,125,5
Ville-Marie,45.51017,-73.57923,30,1
Le Sud-Ouest,45.479,-73.55844,30,14
Le Plateau-Mont-Royal,45.50848,-73.57714,110,1
Le Sud-Ouest,45.49367,-73.55946,429,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50772,-73.62118,30,1
Le Plateau-Mont-Royal,45.50765,-73.57215,35,1
Le Plateau-Mont-Royal,45.51761,-73.56999,25,3
Le Plateau-Mont-Royal,45.52292,-73.58276,91,1
Rosemont-La Petite-Patrie,45.53631,-73.60622,125,1
Ville-Marie,45.48918,-73.58377,100,1
Le Plateau-Mont-Royal,45.52989,-73.56958,200,1
Le Plateau-Mont-Royal,45.52146,-73.58568,150,3
Le Plateau-Mont-Royal,45.52069,-73.58702,35,1
Le Plateau-Mont-Royal,45.5388,-73.57806,35,1
Villeray-Saint-Michel-Parc-Extension,45.52518,-73.62131,88,2
Le Plateau-Mont-Royal,45.53349,-73.57047,106,7
Rosemont-La Petite-Patrie,45.54608,-73.59908,40,5
Le Plateau-Mont-Royal,45.52618,-73.5999,141,3
Le Sud-Ouest,45.48079,-73.57462,275,2
Le Plateau-Mont-Royal,45.52365,-73.59869,28,2
Westmount,45.48467,-73.58275,155,1
Mercier-Hochelaga-Maisonneuve,45.54344,-73.55183,30,1
Mercier-Hochelaga-Maisonneuve,45.60518,-73.51735,85,10
Le Plateau-Mont-Royal,45.50988,-73.57535,89,2
Outremont,45.50775,-73.61576,21,1
Le Plateau-Mont-Royal,45.52593,-73.57585,60,3
Le Plateau-Mont-Royal,45.53715,-73.56191,224,1
Ville-Marie,45.5224,-73.56104,150,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46578,-73.62153,21,2
Le Plateau-Mont-Royal,45.53021,-73.59002,27,1
Ville-Marie,45.50608,-73.55204,125,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.47174,-73.61209,103,3
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48765,-73.62408,23,1
Ville-Marie,45.52574,-73.5636,60,2
Le Plateau-Mont-Royal,45.51842,-73.57004,89,2
Le Plateau-Mont-Royal,45.52199,-73.5783,513,2
Le Plateau-Mont-Royal,45.5279,-73.58984,115,2
Rosemont-La Petite-Patrie,45.53406,-73.61784,45,2
Le Plateau-Mont-Royal,45.53865,-73.57791,65,4
Villeray-Saint-Michel-Parc-Extension,45.54952,-73.63008,75,3
Le Plateau-Mont-Royal,45.5191,-73.58791,16,1
Le Plateau-Mont-Royal,45.51547,-73.57072,140,2
Saint-Léonard,45.57079,-73.59069,150,2
Mercier-Hochelaga-Maisonneuve,45.54078,-73.54948,163,2
Mercier-Hochelaga-Maisonneuve,45.54151,-73.53875,81,1
Rosemont-La Petite-Patrie,45.54586,-73.59609,50,2
Le Sud-Ouest,45.493,-73.56146,150,2
Outremont,45.52061,-73.60882,70,2
Ville-Marie,45.49151,-73.57851,30,1
Le Plateau-Mont-Royal,45.51535,-73.57982,110,4
Le Plateau-Mont-Royal,45.51608,-73.57524,40,1
Verdun,45.4636,-73.5689,95,1
Ville-Marie,45.49368,-73.57111,37,2
Le Plateau-Mont-Royal,45.52676,-73.5827,471,2
Rosemont-La Petite-Patrie,45.54848,-73.58414,125,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.50701,-73.62026,50,2
Villeray-Saint-Michel-Parc-Extension,45.53951,-73.62393,19,7
Verdun,45.46898,-73.5713,100,4
Le Plateau-Mont-Royal,45.5285,-73.58526,50,1
Mercier-Hochelaga-Maisonneuve,45.54753,-73.53977,45,1
Le Plateau-Mont-Royal,45.52321,-73.58161,75,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49643,-73.64075,136,2
Rosemont-La Petite-Patrie,45.54043,-73.58519,60,2
Le Plateau-Mont-Royal,45.53168,-73.58853,69,8
Le Plateau-Mont-Royal,45.526,-73.58598,85,2
Côte-des-Neiges-Notre-Dame-de-Grâce,45.51265,-73.62386,36,14
Le Plateau-Mont-Royal,45.52558,-73.58436,29,1
Le Plateau-Mont-Royal,45.52408,-73.59818,80,2
Le Plateau-Mont-Royal,45.5254,-73.57189,225,7
Le Plateau-Mont-Royal,45.52531,-73.58469,29,1
Le Plateau-Mont-Royal,45.5274,-73.58344,27,1
Le Plateau-Mont-Royal,45.52649,-73.58481,229,2
Le Plateau-Mont-Royal,45.52787,-73.59025,244,1
Le Plateau-Mont-Royal,45.50985,-73.57543,200,2
Le Sud-Ouest,45.46014,-73.59088,24,1
Rosemont-La Petite-Patrie,45.5366,-73.60264,120,7
Villeray-Saint-Michel-Parc-Extension,45.54078,-73.62341,35,1
Le Plateau-Mont-Royal,45.52289,-73.58403,50,1
Ville-Marie,45.49615,-73.58147,35,1
Le Plateau-Mont-Royal,45.51357,-73.57321,70,1
Mercier-Hochelaga-Maisonneuve,45.55039,-73.54832,100,2
Le Sud-Ouest,45.47381,-73.5838,129,3
Le Plateau-Mont-Royal,45.52149,-73.58192,50,2
Le Plateau-Mont-Royal,45.5192,-73.57927,73,7
Rosemont-La Petite-Patrie,45.54231,-73.61076,59,3
Mercier-Hochelaga-Maisonneuve,45.54051,-73.54175,50,3
Verdun,45.45118,-73.57262,75,1
Le Plateau-Mont-Royal,45.53517,-73.57028,180,2
Le Sud-Ouest,45.46799,-73.59106,85,2
Le Plateau-Mont-Royal,45.52345,-73.57565,55,7
Rosemont-La Petite-Patrie,45.54352,-73.57891,215,1
Le Plateau-Mont-Royal,45.53025,-73.57887,75,1
Le Plateau-Mont-Royal,45.51709,-73.57266,149,7
Le Plateau-Mont-Royal,45.52554,-73.58402,130,2
Le Plateau-Mont-Royal,45.53771,-73.5618,19,1
Ville-Marie,45.51481,-73.55406,97,1
Le Plateau-Mont-Royal,45.51555,-73.57073,122,1
Ville-Marie,45.50569,-73.56753,113,14
Ville-Marie,45.51937,-73.55567,40,1
Ville-Marie,45.50917,-73.56991,41,1
Le Plateau-Mont-Royal,45.51773,-73.57383,226,7
Le Plateau-Mont-Royal,45.52031,-73.57839,268,2
Le Plateau-Mont-Royal,45.50658,-73.57653,120,7
Le Plateau-Mont-Royal,45.52212,-73.57879,251,2
Le Plateau-Mont-Royal,45.52463,-73.58479,25,2
Le Plateau-Mont-Royal,45.52547,-73.60434,90,6
Le Plateau-Mont-Royal,45.50862,-73.57396,200,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.4993,-73.62766,40,2
Ville-Marie,45.50946,-73.56081,105,5
Le Plateau-Mont-Royal,45.51682,-73.57438,95,1
Le Plateau-Mont-Royal,45.52255,-73.57422,165,2
Le Plateau-Mont-Royal,45.52656,-73.58517,120,7
Ville-Marie,45.52328,-73.5543,50,1
Outremont,45.52119,-73.6073,357,3
Le Plateau-Mont-Royal,45.53386,-73.57724,15,7
Le Plateau-Mont-Royal,45.52691,-73.57527,45,2
Le Plateau-Mont-Royal,45.51641,-73.57238,20,1
Anjou,45.59504,-73.5596,47,7
Villeray-Saint-Michel-Parc-Extension,45.54172,-73.61836,25,5
Rosemont-La Petite-Patrie,45.54664,-73.57452,24,1
Lachine,45.44165,-73.69183,240,3
Rosemont-La Petite-Patrie,45.53498,-73.60491,25,1
Rosemont-La Petite-Patrie,45.54234,-73.61171,35,2
Ville-Marie,45.50702,-73.55371,254,2
Ville-Marie,45.51927,-73.5633,50,2
Villeray-Saint-Michel-Parc-Extension,45.54819,-73.60991,36,5
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48854,-73.62655,50,7
Le Sud-Ouest,45.48915,-73.57368,200,3
Rosemont-La Petite-Patrie,45.5424,-73.61177,25,2
Villeray-Saint-Michel-Parc-Extension,45.55032,-73.60628,13,1
Ville-Marie,45.50242,-73.57619,350,1
Ville-Marie,45.51765,-73.55868,100,2
Mercier-Hochelaga-Maisonneuve,45.54228,-73.54797,124,5
Ville-Marie,45.49175,-73.57463,120,5
Ville-Marie,45.49451,-73.58367,45,1
Ahuntsic-Cartierville,45.54447,-73.66553,250,7
Le Plateau-Mont-Royal,45.51985,-73.58471,65,1
Mercier-Hochelaga-Maisonneuve,45.58761,-73.53982,13,1
Le Plateau-Mont-Royal,45.52766,-73.58152,110,5
Ville-Marie,45.51355,-73.56312,70,1
Ville-Marie,45.51343,-73.55849,69,1
Le Plateau-Mont-Royal,45.52744,-73.58624,77,7
Le Plateau-Mont-Royal,45.52185,-73.59775,199,2
Ville-Marie,45.49383,-73.58096,80,2
Le Plateau-Mont-Royal,45.52031,-73.59874,90,2
Le Sud-Ouest,45.47854,-73.58371,70,2
Ville-Marie,45.4971,-73.58438,60,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46873,-73.62325,150,2
Villeray-Saint-Michel-Parc-Extension,45.58052,-73.62933,174,7
Le Plateau-Mont-Royal,45.51822,-73.58003,58,1
Ville-Marie,45.5023,-73.5644,144,10
Ville-Marie,45.5279,-73.55078,25,1
Ville-Marie,45.49095,-73.58072,72,2
Ville-Marie,45.49492,-73.58312,57,7
Le Plateau-Mont-Royal,45.53023,-73.57784,29,2
Saint-Laurent,45.51201,-73.70286,65,5
Le Plateau-Mont-Royal,45.52011,-73.59801,30,1
Le Plateau-Mont-Royal,45.52395,-73.5975,35,10
Rosemont-La Petite-Patrie,45.54816,-73.57313,120,2
Le Plateau-Mont-Royal,45.52853,-73.58605,35,2
Le Plateau-Mont-Royal,45.5277,-73.57493,125,6
Le Plateau-Mont-Royal,45.52939,-73.57723,102,2
Ville-Marie,45.52227,-73.55718,100,3
Le Plateau-Mont-Royal,45.52022,-73.57845,186,2
Ville-Marie,45.50036,-73.57769,70,2
Le Plateau-Mont-Royal,45.52692,-73.58587,25,2
Mercier-Hochelaga-Maisonneuve,45.57931,-73.53494,55,1
Le Sud-Ouest,45.48256,-73.58094,203,3
Le Plateau-Mont-Royal,45.53243,-73.56611,147,4
Mercier-Hochelaga-Maisonneuve,45.55643,-73.53927,59,6
Le Plateau-Mont-Royal,45.52233,-73.57664,30,1
Verdun,45.44697,-73.58823,65,3
Le Plateau-Mont-Royal,45.52985,-73.58559,95,2
Le Plateau-Mont-Royal,45.52974,-73.56753,125,5
Le Plateau-Mont-Royal,45.52774,-73.57502,300,3
Le Plateau-Mont-Royal,45.52147,-73.58376,150,1
Ville-Marie,45.48953,-73.58079,25,14
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48887,-73.62355,100,7
Côte-des-Neiges-Notre-Dame-de-Grâce,45.48927,-73.62375,100,7
Outremont,45.52154,-73.60896,35,1
Ville-Marie,45.49459,-73.58112,131,1
Ville-Marie,45.5038,-73.55977,102,2
Le Plateau-Mont-Royal,45.51748,-73.56834,61,1
Mercier-Hochelaga-Maisonneuve,45.58067,-73.56059,46,14
Le Plateau-Mont-Royal,45.5268,-73.60626,90,5
Le Sud-Ouest,45.49744,-73.56009,140,3
Le Plateau-Mont-Royal,45.52069,-73.57285,111,2
Le Plateau-Mont-Royal,45.52634,-73.6052,150,2
Outremont,45.52314,-73.61058,215,1
Le Plateau-Mont-Royal,45.52649,-73.59541,100,6
Le Plateau-Mont-Royal,45.52714,-73.60713,66,1
Villeray-Saint-Michel-Parc-Extension,45.54564,-73.614,43,7
Le Plateau-Mont-Royal,45.50658,-73.57494,39,10
Le Plateau-Mont-Royal,45.52914,-73.56506,47,3
Ville-Marie,45.50121,-73.5615,100,4
Le Plateau-Mont-Royal,45.52412,-73.60655,75,2
Ville-Marie,45.503,-73.57977,42,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49317,-73.63036,40,1
Ville-Marie,45.5178,-73.55788,136,1
Le Plateau-Mont-Royal,45.52647,-73.58378,70,1
Le Plateau-Mont-Royal,45.52527,-73.60425,80,7
Le Plateau-Mont-Royal,45.53191,-73.5856,102,3
Mercier-Hochelaga-Maisonneuve,45.53931,-73.53881,50,3
Rosemont-La Petite-Patrie,45.53684,-73.61351,75,1
Rosemont-La Petite-Patrie,45.53912,-73.58763,45,1
Côte-des-Neiges-Notre-Dame-de-Grâce,45.46231,-73.63258,39,1
Ville-Marie,45.49486,-73.57499,120,7
Rosemont-La Petite-Patrie,45.53402,-73.60265,50,2
Ville-Marie,45.50653,-73.56256,639,1
Le Plateau-Mont-Royal,45.52703,-73.59704,25,1
Mercier-Hochelaga-Maisonneuve,45.57176,-73.54376,72,2
Le Plateau-Mont-Royal,45.52665,-73.58586,21,3
Le Plateau-Mont-Royal,45.52851,-73.59496,68,5
Rosemont-La Petite-Patrie,45.53416,-73.60111,100,7
Ville-Marie,45.49448,-73.58024,100,2
Rosemont-La Petite-Patrie,45.539,-73.61326,18,1
Villeray-Saint-Michel-Parc-Extension,45.55567,-73.60016,90,5
Le Plateau-Mont-Royal,45.51383,-73.57486,34,2
Verdun,45.46684,-73.57171,25,1
Verdun,45.45081,-73.56969,15,1
Le Plateau-Mont-Royal,45.52112,-73.58695,269,2
Rosemont-La Petite-Patrie,45.54489,-73.60525,40,1
Rosemont-La Petite-Patrie,45.54149,-73.58451,95,4
Côte-des-Neiges-Notre-Dame-de-Grâce,45.49756,-73.62415,142,14
Ville-Marie,45.51819,-73.56048,32,3
Le Plateau-Mont-Royal,45.51993,-73.58715,266,2
Le Plateau-Mont-Royal,45.51842,-73.57229,155,5
Le Plateau-Mont-Royal,45.51526,-73.5741,53,1
Rosemont-La Petite-Patrie,45.5322,-73.61746,40,2
Rosemont-La Petite-Patrie,45.53425,-73.61646,35,2
Ville-Marie,45.51385,-73.55151,225,4
Verdun,45.45677,-73.54855,80,1
Le Plateau-Mont-Royal,45.5257,-73.59263,68,1
Ville-Marie,45.51679,-73.55774,100,2
Le Plateau-Mont-Royal,45.52083,-73.57819,20,1
Le Plateau-Mont-Royal,45.51795,-73.58403,32,5
