id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
732159316097902881,Rare 2 BR 3 beds Downtown Bell Center 2 min Walk,440243035,David,,Ville-Marie,45.499087649895664,-73.57377784066283,Entire home/apt,268,1,4,2022-11-13,1.82,6,180,4,
736777641117141204,Enjoy Downtown at Fully Equipped 2BED apt in MTL,170959168,Joëlle,,Ville-Marie,45.49521,-73.57761,Entire home/apt,200,1,2,2022-11-02,0.98,3,1,2,
727575201072282220,Modern 2 Bedrooms | Montreal,416830513,Arival Stays,,Le Sud-Ouest,45.45982,-73.59931,Entire home/apt,79,32,0,,,36,345,0,
727698546328340118,Sunset from crescent lovely shiny apartment,481711411,Marzieh,,Ville-Marie,45.49691,-73.57557,Entire home/apt,77,1,3,2022-10-31,1.38,1,105,3,
737628054425123921,Spectacular 3 Bedroom Condo & 2 Rooftop Terraces,5835359,Fernando,,Le Plateau-Mont-Royal,45.5277047,-73.5907186,Entire home/apt,250,3,8,2022-12-10,4.80,1,2,8,
728180781904212896,Heart of MTL | 5 Min to Metro | Monthly Stays,71333517,Aditte,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49477,-73.63332,Entire home/apt,229,32,3,2022-11-09,1.53,7,172,3,
741921826568617346,Newly renovated comfy room in Montreal East,294552302,Kai,,Mercier-Hochelaga-Maisonneuve,45.54652,-73.55491,Private room,40,2,1,2022-11-13,0.91,9,90,1,
736789828862261666,Lovely 3BR Condo in Best Part of dt Mtl,418376359,Peter,,Ville-Marie,45.49898359557306,-73.5791713674977,Entire home/apt,329,2,0,,,2,348,0,295420
737653818091344296,1 Bed Luxury Condo In Montreal Downtown /w Balcony,308789248,Bisma,,Le Plateau-Mont-Royal,45.50969,-73.57329,Entire home/apt,115,8,1,2022-11-08,0.79,1,152,1,
736799381756340786,Comfortable and affordable room.,483428821,Saint,,Ville-Marie,45.5163113,-73.5573048,Private room,154,1,0,,,2,356,0,
737669701958580761,Creative Loft | 4Bdrs Holland Hotel,271587207,Holland Hotel,,Ville-Marie,45.49866,-73.57381,Entire home/apt,2499,1,0,,,6,316,0,
736839716072676430,1-bedroom in lovely house by the Botanical Garden,235784509,Koa,,Mercier-Hochelaga-Maisonneuve,45.57552,-73.54737,Private room,40,1,8,2022-11-30,3.87,3,43,8,
736846311354429439,Stylish apartment by the Botanical Garden +Parking,235784509,Koa,,Mercier-Hochelaga-Maisonneuve,45.57549,-73.54644,Entire home/apt,172,1,10,2022-11-27,5.00,3,50,10,
741940344684700726,"Stylish 2BR Downtown, Mont Royal & Art District",464490319,Anna,,Le Plateau-Mont-Royal,45.51555,-73.57739,Entire home/apt,140,3,2,2022-11-25,2,2,69,2,
737736075063836616,Superbe condo avec piscine,483611483,Mohamed Larby,,Ville-Marie,45.49681,-73.55434,Entire home/apt,113,5,0,,,1,0,0,
741942325436084075,Lovely Apartment with indoor parking in the island,484392584,Milena,,Verdun,45.45355,-73.54394,Entire home/apt,113,1,2,2022-11-30,1.28,1,10,2,
741952299723041439,Cozy private room in Montreal with private bath,294552302,Kai,,Mercier-Hochelaga-Maisonneuve,45.54615,-73.55485,Private room,40,2,1,2022-11-14,0.94,9,90,1,
741955270538225977,Lovely 1 Bedroom Plus Den,28712807,Peter,,Ville-Marie,45.51262,-73.56101,Entire home/apt,197,2,4,2022-11-22,2.31,2,314,4,
736846361411478088,"1 BR apartment, 1 minute walking to Metro Station",436048128,Linda,,Le Sud-Ouest,45.45363,-73.59342,Entire home/apt,54,2,0,,,99,83,0,
737786677573415027,Lovely Condo in Griffintown. Close to the water,6902951,Azzam,,Le Sud-Ouest,45.49215,-73.55981,Entire home/apt,134,1,3,2022-10-30,1.76,1,156,3,
737793126314744464,magnifique appartement emplacement exceptionnel,58955478,Donia,,Rosemont-La Petite-Patrie,45.53214,-73.61312,Entire home/apt,144,31,0,,,1,365,0,
736866460147057935,Apartment in the heart of Côté-des-Neiges,387016923,Lili,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49497,-73.60832,Entire home/apt,71,1,0,,,1,42,0,
741962491136515352,Logement temporaire pour travailleur ou voyageur,149557230,Annie,,Villeray-Saint-Michel-Parc-Extension,45.5575,-73.60707,Entire home/apt,35,30,0,,,1,262,0,
737927792237164883,nice loft in montreal old port with balcony & view,481323707,Eric,,Ville-Marie,45.49889,-73.55853,Entire home/apt,149,1,10,2022-11-27,5.36,4,346,10,
738367837615562772,Beautiful Family House in Winter Wonderland,248307,Christine,,Ahuntsic-Cartierville,45.55811,-73.64178,Entire home/apt,275,2,0,,,1,10,0,
738389122819760587,Appartement une chambre rue Rachel,194001133,Alexandre Et Steven,,Le Plateau-Mont-Royal,45.53541,-73.56341,Entire home/apt,74,1,3,2022-11-12,1.55,44,361,3,
738394064827200829,Plateau-Perfect! Ideal for short stays + parking,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.52361,-73.57915,Entire home/apt,319,2,1,2022-11-06,0.75,13,10,1,CITQ #291885
738403197059219128,Lovely 3-bedrooms condo in Montreal West!,5398686,Asana,,Montréal-Ouest,45.45664,-73.6588,Entire home/apt,120,31,0,,,2,358,0,
738460395346403129,Unique designer townhouse in quiet part of town,5758531,Kay,,Le Sud-Ouest,45.47854,-73.56105,Entire home/apt,236,7,0,,,3,163,0,
738470316292191432,"Two-story penthouse, furnished",322443273,Michael,,Ville-Marie,45.527482517651386,-73.54870257335841,Entire home/apt,70,32,0,,,1,120,0,
742006068200258045,New bright room near station metro Cremazie #3,484284503,Peter Thinh,,Ahuntsic-Cartierville,45.55211,-73.64109,Private room,29,32,7,2022-11-25,3.89,3,327,7,
736888288904475950,Charming 2 bedroom in heart of downtown,483450512,Lincoln,,Ville-Marie,45.4917588,-73.5851117,Private room,283,2,0,,,4,361,0,
738472363737220177,Lovely apartment with free parking in Montreal,248016414,Kednel,,LaSalle,45.43055,-73.61043,Entire home/apt,70,31,0,,,1,198,0,
738485134961625572,Lovely one bedroom apartment fully furnished,364355941,Patrick,,Mercier-Hochelaga-Maisonneuve,45.54154,-73.55205,Entire home/apt,60,31,0,,,3,341,0,
738900501680657462,Appartement chaleureux et confortable dans Homa,10155034,Marjolaine,,Mercier-Hochelaga-Maisonneuve,45.55311,-73.53281,Entire home/apt,95,28,0,,,1,74,0,
736899603593433062,Private room 5 minutes walking to Angrignon Metro,436048128,Linda,,Le Sud-Ouest,45.44908,-73.60425,Private room,30,2,0,,,99,86,0,
742009462178873670,New bright room near station metro Cremazie #2,484284503,Peter Thinh,,Ahuntsic-Cartierville,45.55172,-73.64254,Private room,29,32,12,2022-12-09,7.35,3,311,12,
738972638937986717,Montreal 3 bedroom rental unit with free parking,307736322,Barak,,Côte-Saint-Luc,45.46428,-73.66714,Entire home/apt,139,4,0,,,3,358,0,
739025376611010168,Montreal Appartment - 3 bedrooms (4 beds),33740046,Luey,,Ville-Marie,45.52778966686473,-73.5521690449812,Entire home/apt,236,2,0,,,1,356,0,
737000108992593594,Home in Mtl*1Br*Canal Lachine*DT,438027749,Xin,,Le Sud-Ouest,45.4587,-73.59754,Entire home/apt,93,1,2,2022-12-08,1.28,2,57,2,
737033654795616062,Luxury well Located 1BDRM with $cheap Parking$,455104120,Daniella,,Ville-Marie,45.5149,-73.56499,Entire home/apt,126,1,0,,,11,89,0,
739070089429517143,Appartement à 2 chambres au coeur de Montréal,85387113,Vincent,,Le Plateau-Mont-Royal,45.50683,-73.57411,Entire home/apt,145,32,0,,,1,365,0,
742029019941900278,Charmante chambre privée dans Plateau Mont-Royal,137986279,Vanessa,,Le Plateau-Mont-Royal,45.52594,-73.60867,Private room,80,2,1,2022-11-22,1,1,365,1,
742057075375082466,Lovely 3-bedroom apartment with parking,393595593,Arthur,,Le Sud-Ouest,45.46295,-73.58905,Entire home/apt,133,1,1,2022-11-19,1,10,0,1,
739105274843315261,"Very comfortable room with private, quiet office",1686721,Carolina,,Verdun,45.45694,-73.56671,Private room,70,15,0,,,2,60,0,
742059714097965055,Lovely Brand New Studio w/AC & balcony (unit 208),398097719,Samuel,,Le Plateau-Mont-Royal,45.52823,-73.59161,Entire home/apt,77,1,3,2022-11-11,1.84,25,245,3,
739169678663690857,Lovely Two-Bedroom in the heart of Montreal,189486607,Shehryar,,Ville-Marie,45.50343,-73.57519,Entire home/apt,115,1,15,2022-12-09,8.33,2,36,15,
739268893266741732,Cozy Home in the heart of Saint-Anne-de-Bellevue,269368781,David,,Sainte-Anne-de-Bellevue,45.4043937,-73.9521066,Entire home/apt,115,3,7,2022-12-01,3.96,1,301,7,
739292174344806047,Explore Montreal downtown 2min walk to Bell center,440243035,David,,Ville-Marie,45.4979918,-73.57312619999999,Entire home/apt,127,1,3,2022-11-27,2.73,6,170,3,
737072761032630840,Belle chambre privée Montreal/Lasalle,46016922,Mickael,,LaSalle,45.43098330000001,-73.6388209,Private room,50,1,4,2022-11-22,3.16,2,326,4,
739419039787331457,Luxury Old Montreal *POOL *GYM *SPA,182302293,Chaza,,Ville-Marie,45.50251,-73.55475,Entire home/apt,203,3,12,2022-12-12,6.67,3,141,12,
739678277510125122,Lovely one bedroom loft apartment in old Montreal.,279402914,Caro,,Ville-Marie,45.50028,-73.55564,Entire home/apt,275,1,0,,,1,90,0,
737074535088389081,Lovely 3BD Condo Right Center of dt Mtl Bishop St,418376359,Peter,,Ville-Marie,45.49876,-73.57957,Entire home/apt,329,2,0,,,2,348,0,295420
737095227600107778,Downtown MTL Spacious 2 BDR loft + parking,12954332,Antonie,,Le Plateau-Mont-Royal,45.51432,-73.57549,Entire home/apt,131,3,10,2022-11-27,5.56,3,344,10,
742128020445377510,My Studio Montreal | Guilbault | Beautiful Studio,484415805,My Studio Montreal,,Le Plateau-Mont-Royal,45.51308,-73.57404,Entire home/apt,126,3,0,,,8,49,0,
742218296704570910,Lovely bedroom with parking!,393595593,Arthur,,Le Sud-Ouest,45.46281,-73.58776,Private room,40,1,3,2022-11-16,2.14,10,0,3,
739690302747334837,"Modern furnished studio with parking! MUHC, Metro",105565544,Jeffrey,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4652,-73.61841,Entire home/apt,53,3,5,2022-11-10,2.68,3,62,5,
739694832904535193,Cheerful 2-bedroom townhouse Free parking,376910542,Ali,,Saint-Léonard,45.58131,-73.60787,Private room,680,1,1,2022-11-05,0.73,3,362,1,
739698632430891371,Cheerful 1-bedroom townhouse with free parking,376910542,Ali,,Saint-Léonard,45.58297,-73.60838,Private room,450,1,0,,,3,362,0,
739729892038668241,2 bedroom condo in heart of Ville Saint Laurent,232217561,Michael,,Saint-Laurent,45.5075,-73.69869,Entire home/apt,133,2,4,2022-11-13,2.55,1,286,4,
737111078624004897,Nice and Cozy in the heart of Montreal,483499991,Eric,,Ville-Marie,45.5087,-73.56706,Entire home/apt,95,31,1,2022-10-16,0.49,2,59,1,
739755829707613484,Elegant & Stylish Studio w/AC Near Old MTL-31,135294365,Julia,,Ville-Marie,45.51483,-73.56424,Entire home/apt,95,1,8,2022-11-26,4.36,14,122,8,
739763136952924339,Gorgeous Studio + SofaBed Near Old Port-32,135294365,Julia,,Ville-Marie,45.51659,-73.56378,Entire home/apt,100,2,4,2022-11-23,3.00,14,92,4,
739766398679277286,Modern Studio w/AC&Smart TV *Best Location*35,135294365,Julia,,Ville-Marie,45.51671,-73.5654,Entire home/apt,93,2,4,2022-11-16,2.14,14,103,4,
742227644522378784,Spacious bedroom with parking!,393595593,Arthur,,Le Sud-Ouest,45.4628,-73.58913,Private room,40,1,4,2022-11-29,2.86,10,1,4,
739774214206880408,Chic & Modern Studio *Perfect Location*-44,135294365,Julia,,Ville-Marie,45.51701,-73.56455,Entire home/apt,82,2,6,2022-11-21,3.33,14,142,6,
737121879995161137,Private bedroom with king bed in trendiest spot!,400718801,Ali,,Le Plateau-Mont-Royal,45.52492,-73.60579,Private room,38,31,0,,,3,232,0,
739775559153964598,Downtown Luxury appt+free underground parking,477873098,Renlad,,Le Plateau-Mont-Royal,45.53036,-73.56768,Entire home/apt,83,2,11,2022-12-13,6.35,5,53,11,
742237152923389526,Delightful bedroom with parking!,393595593,Arthur,,Le Sud-Ouest,45.46439,-73.58951,Private room,41,1,6,2022-12-05,4.00,10,1,6,
739783851207080843,Stunning Studio w/AC in the Heart of MTL-33,102872188,Maya,,Ville-Marie,45.51496,-73.56394,Entire home/apt,77,31,0,,,6,144,0,
742300362295392789,CAD 2400 Apartment 1 bedrooms in Downtown,28867763,Sheila,,Ville-Marie,45.50612,-73.56729,Entire home/apt,80,30,0,,,2,257,0,
737241595648937453,Chambre dans loft au cœur du plateau,21145749,Morgan,,Le Plateau-Mont-Royal,45.51715,-73.58336,Private room,64,2,6,2022-11-27,4.39,1,7,6,
739811181871874401,Modern appartement in the heart of downtown(Mtl),477873098,Renlad,,Le Plateau-Mont-Royal,45.50893,-73.57553,Entire home/apt,88,2,5,2022-11-23,3.75,5,94,5,
739832270286234885,High-End Studio w/AC Walking Distance Old MTL-36,102872188,Maya,,Ville-Marie,45.51697,-73.56431,Entire home/apt,112,2,0,,,6,125,0,
739921468909042416,Luxurious 2 Floor Loft Pool Table Old Mtl+FREE PKG,463048061,Bakan,,Ville-Marie,45.50399,-73.55646,Entire home/apt,435,2,6,2022-12-01,3.67,20,188,6,
739973941179630431,Luxury 3BR 7gst free park Pet friendly Longtime,157580052,Mahesh,,L'Île-Bizard-Sainte-Geneviève,45.49204,-73.89038,Entire home/apt,300,1,0,,,1,362,0,
737513724192185155,Private room / Free parking / Beside metro,156827670,Matthieu,,Le Sud-Ouest,45.482,-73.58085,Private room,89,1,7,2022-12-12,3.89,1,77,7,311493
742466642433017860,Superbe condo rénové au cœur du Mile-End,542000,Frédérique,,Le Plateau-Mont-Royal,45.5240358,-73.5989931,Entire home/apt,228,2,1,2022-11-27,1,1,47,1,
739995675878905948,Cozy one BDR downtown Montreal,4764814,Isabelle,,Le Sud-Ouest,45.48923,-73.56539,Entire home/apt,140,30,0,,,1,40,0,
742590606560245852,Great townhouse downtown MTL + underground parking,107604289,Valili,,Ville-Marie,45.49309,-73.57116,Entire home/apt,314,2,1,2022-10-30,0.64,2,352,1,
737533365323807840,Lovely 1-bedroom condo in the plateau,174412254,Victoria,,Le Plateau-Mont-Royal,45.5362843,-73.57894399999999,Entire home/apt,95,7,0,,,1,60,0,
740014058285700722,"Lovely 4 1/2, high speed int, parking on sight",475207058,Michael,,Le Sud-Ouest,45.49126,-73.57084,Entire home/apt,57822,1,0,,,3,248,0,
742590964658895411,Lovely 2 bedrooms townhouse+ underground parking.,107604289,Valili,,Ville-Marie,45.49508,-73.57106,Entire home/apt,314,2,2,2022-10-30,1.18,2,357,2,
740041328663173014,Spacieux logement avec terrasse au coeur de l'île,46307327,Estelle Et Thibault,,Villeray-Saint-Michel-Parc-Extension,45.53426,-73.64186,Entire home/apt,240,7,0,,,1,59,0,
740093159001836757,Habitación para confort y descanso.,172408646,Rafael,,Ahuntsic-Cartierville,45.55329,-73.6522,Private room,64,2,2,2022-11-03,1.20,1,365,2,
740209014453949047,Heavenly 2 bedroom at the center of it all.,102161304,Jeremy,,Ville-Marie,45.53381801395577,-73.55738818645477,Entire home/apt,150,1,5,2022-12-12,3.75,1,314,5,
742612699734111586,Lovely lovely Mtl Downtown Condo,365169209,Masoma,,Le Sud-Ouest,45.4934,-73.56049,Entire home/apt,220,1,0,,,2,301,0,
737559869364742924,Modern 1BDR Condo on St-Catherine - Downtown MTL,284489108,Leila,,Ville-Marie,45.49137,-73.58336,Entire home/apt,124,2,0,,,22,1,0,
737560325116162507,"3BDR Penthouse, Rooftop, Jacuzzi & BBQ - Crescent",284489108,Leila,,Ville-Marie,45.49697,-73.57661,Entire home/apt,174,2,0,,,22,258,0,296384
740327386574588425,C - 07 loft,306041574,Georges,,Ville-Marie,45.50212,-73.5628,Entire home/apt,117,1,1,2022-11-26,1,40,81,1,
740417721561128813,Quiet Studio Near Parc La Fontaine,70186466,Kirk,,Le Plateau-Mont-Royal,45.53209,-73.56381,Entire home/apt,129,2,8,2022-12-11,5.45,1,66,8,311169
740437451593979096,Lovely 1 bedroom apartment in Montreal,50991003,Matthew,,Villeray-Saint-Michel-Parc-Extension,45.54274,-73.63107,Entire home/apt,153,2,0,,,1,88,0,
737571712245605884,Comfy studio in Plateau - 5min to Parc Lafontaine,4918443,Laura Lee,,Le Plateau-Mont-Royal,45.53301,-73.56593,Entire home/apt,40,15,0,,,1,35,0,
740447518789874850,Cheerful 4-Bedrooms house with indoor fireplace.,29821132,Pierre-Loïc,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4733455,-73.6123902,Entire home/apt,250,31,0,,,3,179,0,
740466054082743519,Lovely 1bdr Loft in the Old Montreal,369442631,Marco,,Ville-Marie,45.50227,-73.55847,Entire home/apt,70,30,0,,,2,305,0,
740467834525245388,Grand appart centre-ville/Groupes et événements,194001133,Alexandre Et Steven,,Ville-Marie,45.49028,-73.57843,Entire home/apt,145,1,2,2022-11-19,1.05,44,362,2,
737593247616306868,Bright 2 bed apartment in the heart of Le Plateau,42486955,Vanessa,,Le Plateau-Mont-Royal,45.52182,-73.57495,Entire home/apt,163,2,9,2022-12-09,5.00,3,289,9,
742622723887047001,"Superbe condo, 3 chambres avec stationnement",134736183,Chantal,,Saint-Laurent,45.5201707,-73.6994793,Entire home/apt,150,30,0,,,1,348,0,
740469254246522407,Beautiful one-bedroom apartment in Montreal,378142505,Ghazal,,Le Plateau-Mont-Royal,45.51469,-73.57557,Entire home/apt,180,1,0,,,1,351,0,
740484250150709174,Charming Quite Suite Room,104551495,Zhen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47886106764291,-73.63039248342841,Private room,58,1,0,,,2,75,0,
740542708918865757,Cozy 1 bedroom Condo with free parking on premises,457811888,Dan,,Ahuntsic-Cartierville,45.53432,-73.67959,Entire home/apt,91,1,17,2022-12-12,9.62,1,150,17,
737596254259552753,Wonderful and sunny apartment,15574944,Olivia,,Ville-Marie,45.53227,-73.55802,Entire home/apt,85,30,0,,,1,143,0,
740665026646500125,M11 | The Artsy Suite 2BR *Prime Location DT,481192018,Samantha,,Le Plateau-Mont-Royal,45.51521,-73.57358,Entire home/apt,107,2,2,2022-11-13,1.58,10,147,2,
740666219004650586,M11 | The Simpsons Suite 3BR  in The Heart of MTL,481192018,Samantha,,Le Plateau-Mont-Royal,45.51395,-73.57421,Entire home/apt,113,2,2,2022-11-28,1.50,10,134,2,
737621656314612241,Lovely 2 1/2 studio with an indoor pool.,483587115,Bita,,Ville-Marie,45.4955693,-73.57995749999999,Entire home/apt,136,1,2,2022-11-17,1.54,1,0,2,
745480698376990836,1005A Cozy apt Downtown Montreal-Concordia metro,484924947,Boya,,Ville-Marie,45.49289690000001,-73.57537769999999,Entire home/apt,48,7,0,,,4,155,0,
745495289273675290,1005 Cozy apt Downtown Montreal-Concordia metro,484924947,Boya,,Ville-Marie,45.49289690000001,-73.57537769999999,Entire home/apt,58,7,2,2022-11-16,1.43,4,354,2,
745519488255358531,Free Indoor parking! Center of Downtown + balcony,165178493,Julio,,Ville-Marie,45.49787,-73.57761,Entire home/apt,151,1,8,2022-11-29,5.71,4,39,8,
742647790543991362,Maison Royale II (Private Home),287004199,Ima,,Ville-Marie,45.49359,-73.57914,Private room,2535,1,0,,,2,312,0,
742649120794946640,Cozy 1-bedroom townhouse with massive terrace,26492769,Brennan,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46675,-73.6122,Private room,54,2,7,2022-12-05,4.47,1,259,7,
740689644136674680,Beautiful Cozy 2BDR loft downtown close to McGill,481098456,Suzanne,,Le Plateau-Mont-Royal,45.50707,-73.57707,Entire home/apt,121,1,11,2022-11-27,6.00,9,137,11,
745583186000092302,DT Apartment - Great for Big Groups  &Gatherings,9156159,J.R,,Le Plateau-Mont-Royal,45.51345,-73.57194,Entire home/apt,127,1,0,,,3,80,0,
740693953764318676,Chaleureux condo en plein coeur de Montréal !,97135768,Marion Et Pierre,,Rosemont-La Petite-Patrie,45.54752,-73.57083,Entire home/apt,105,7,0,,,1,7,0,
740711597866056362,Cat Home in the Middle of Downtown!,193449407,Diana,,Le Plateau-Mont-Royal,45.50860986757444,-73.57335302978754,Entire home/apt,110,2,7,2022-12-11,4.47,1,170,7,
742673985990698688,The apartment near subway,435877359,Ting,,Le Sud-Ouest,45.45326,-73.59141,Entire home/apt,150,1,0,,,3,340,0,
740774666986776710,Cozy 2BDR  downtown close to McGill University !,481098456,Suzanne,,Le Plateau-Mont-Royal,45.50863,-73.5773,Entire home/apt,116,1,15,2022-12-04,8.33,9,123,15,
740798280799921377,Grand appartement pour toute la famille,92455438,Nicolas,,Rosemont-La Petite-Patrie,45.54611,-73.57456,Entire home/apt,95,7,0,,,1,98,0,
742706284811339994,Chambre privée métro Rosemont,96997127,Gabriel,,Rosemont-La Petite-Patrie,45.53280776478104,-73.5999801116394,Private room,50,2,1,2022-10-23,0.56,1,74,1,
742708424420457797,Hidden ancient private lounge,336917662,Caucus.,,Ville-Marie,45.51148,-73.56864,Entire home/apt,1113,1,0,,,1,363,0,
742725653206038001,Newly Renovated Comfy 3BR in Downtown MTL,102872188,Maya,,Ville-Marie,45.495,-73.58127,Entire home/apt,121,2,2,2022-12-07,1.82,6,148,2,
740825391167380963,Brilliant 2BR in Rosemont-La Petite Patrie,261846273,Mathieu,,Rosemont-La Petite-Patrie,45.542,-73.60756,Entire home/apt,291,3,0,,,2,24,0,
740844067585727571,Lovely 2 Bedroom unit w/Balcony Plateau Mont-Royal,191246164,Gad,,Le Plateau-Mont-Royal,45.52236,-73.57084,Entire home/apt,104,30,0,,,3,89,0,
745586670740041723,Pristine Penthouse-2BDR near Old Port MTL-Parking,316813523,Stanzia,,Le Sud-Ouest,45.48196,-73.55959,Entire home/apt,290,2,2,2022-12-11,2,16,260,2,
741004624389714330,#1• PLAZA ST-HUBeRT• METRO JEAN-TALoN• JARRY PARK,402217165,Sx Bnb Housing,,Rosemont-La Petite-Patrie,45.53921,-73.6129,Entire home/apt,105,2,2,2022-11-09,1.50,5,302,2,
741005845456983112,#2• PLAZA ST-HUBeRT• METRO JEAN-TALoN• JARRY PARK,402217165,Sx Bnb Housing,,Rosemont-La Petite-Patrie,45.53913,-73.6127,Entire home/apt,107,2,1,2022-11-18,1,5,321,1,
742727968404713501,Renovated & Simple 3BR in the Heart of MTL,102872188,Maya,,Ville-Marie,45.49364,-73.58185,Entire home/apt,99,2,1,2022-11-27,1,6,140,1,
741008004921875806,BLUE LOFT LOUNGe • LAFONTAINe PARK • DOWNTOWn,402217165,Sx Bnb Housing,,Le Plateau-Mont-Royal,45.52936,-73.56777,Entire home/apt,92,2,1,2022-12-11,1,5,292,1,308118
741012675545502793,Appartement agréable et paisible - 32 nuits min.,484215724,Dominique,,Mercier-Hochelaga-Maisonneuve,45.55558428525395,-73.53681370233309,Entire home/apt,80,25,0,,,1,180,0,
741103818412180748,"3 bedrooms house fully renovated , very clean",483511270,Goe,,Le Sud-Ouest,45.44818,-73.60018,Entire home/apt,132,3,3,2022-11-27,2.81,1,102,3,
745766193913936952,Cozy downtown Studio,416071706,Elvis,,Ville-Marie,45.49491,-73.57705,Entire home/apt,207,2,0,,,1,357,0,
741114556496888215,A comfy apartment near to Crémazie metro station,477734513,Esi,,Ahuntsic-Cartierville,45.54310635451522,-73.65088969031642,Entire home/apt,80,32,0,,,4,349,0,
745790968378098939,Votre goût au moindre coût,308004920,Zaki,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50855,-73.63125,Entire home/apt,75,1,0,,,1,167,0,
741157874100747813,Cozy studio in Ville-Marie,80666841,Maïa,,Ville-Marie,45.528690933135685,-73.5595663699109,Entire home/apt,150,1,0,,,1,27,0,
742767227838457172,My Studio Montreal | Guilbault | Comfy Studio,484415805,My Studio Montreal,,Le Plateau-Mont-Royal,45.51313,-73.5758,Entire home/apt,120,3,0,,,8,81,0,
742782986848560138,My Studio Montreal | Guilbault | Appealing Studio,484415805,My Studio Montreal,,Le Plateau-Mont-Royal,45.51516,-73.57392,Entire home/apt,114,3,0,,,8,50,0,
741164237077993071,"Comfy private room, shared bathroom and kitchen",436048128,Linda,,Le Sud-Ouest,45.45625,-73.58993,Private room,30,2,3,2022-11-18,1.73,99,83,3,
745924730872489427,Spacious sunlit zen place with view on the canal,8709833,Samuel,,Le Sud-Ouest,45.48143,-73.57587,Entire home/apt,169,2,1,2022-11-12,0.88,1,340,1,
741171785084777663,Beautiful 1-Bedroom  Montreal free parking,484246162,Airbnb,,Verdun,45.4590241,-73.5471006,Entire home/apt,121,3,0,,,1,365,0,
746083935082741001,Cozy 1-BR condo Downtown Bell centre 2min walk,440243035,David,,Ville-Marie,45.49885,-73.57273,Entire home/apt,163,1,1,2022-11-19,1,6,103,1,
741233973153802261,Cozy Urban unit close to Concordia,463277505,Mary,,Ville-Marie,45.49706,-73.5814,Entire home/apt,53,1,4,2022-11-27,2.40,1,108,4,
746220849915654415,New 2BR appartment ground floor Best location,151771935,Marc-André,,Ville-Marie,45.50494,-73.56191,Entire home/apt,161,3,2,2022-11-27,1.76,7,133,2,
741282597097276530,OLYMPIc STADIUm • BIÔDOMe • JARDIn BOTANIQUe,402217165,Sx Bnb Housing,,Mercier-Hochelaga-Maisonneuve,45.55672,-73.53042,Entire home/apt,130,29,3,2022-12-10,3,5,244,3,
741320807710904510,4 1/2 bien situé - dispo en décembre seulement,13676224,Maëlle,,Ville-Marie,45.5276,-73.55142,Entire home/apt,105,10,0,,,1,5,0,
746230394236847750,Waterfront apartment with fireplace and parking,38727373,Hristina,,LaSalle,45.42021,-73.64878,Entire home/apt,80,31,0,,,1,242,0,
741327471433478454,New bright room near station metro Cremazie #1,484284503,Peter Thinh,,Ahuntsic-Cartierville,45.550925,-73.641752,Private room,38,32,10,2022-12-08,5.56,3,315,10,
746239698097030082,"Griffintown renovated, 2 bedroom apartment.",312883962,Shoula,,Le Sud-Ouest,45.484657,-73.57779150000002,Entire home/apt,223,2,3,2022-12-13,2.73,1,170,3,
742797462950217816,"1 grande chambre pour 3, Wi-fi et parking gratuits",283523177,Marc,,Mont-Royal,45.51893,-73.64931,Private room,120,1,0,,,3,275,0,
741332286723103380,Superbe Condo 2 chambres au centre ville,480343912,Noor,,Ville-Marie,45.49271,-73.57458,Entire home/apt,151,5,3,2022-12-01,1.84,5,58,3,
746287026204511452,Lovely & Quiet 2 Bedroom apartment in Montreal,485189528,Morris,,Ville-Marie,45.5306159,-73.5610832,Entire home/apt,164,1,0,,,1,362,0,
746302604288525175,Lovely studio/bachelor 10 min downtown Montreal,132639593,Mariana,,Le Sud-Ouest,45.460598,-73.583241,Entire home/apt,97,4,0,,,2,318,0,310949
741336010453732880,cozy 2 bedroom in Montreal downtown with balcony,424581703,Ali,,Ville-Marie,45.51166,-73.56154,Entire home/apt,181,1,8,2022-12-06,5.00,15,338,8,
746375568794332006,bedroom near west island,156816023,Viet Hung,,Sainte-Anne-de-Bellevue,45.40465,-73.9534,Private room,20,30,0,,,10,304,0,
741485968579068815,Amazing and Cozy loft in Hochelaga-Maisonneuve,481098456,Suzanne,,Mercier-Hochelaga-Maisonneuve,45.53807,-73.54274,Entire home/apt,81,1,7,2022-11-25,3.82,9,168,7,
746410112049340365,Fully equipped spacious studio downtown Montreal,8747261,George,,Ville-Marie,45.49532,-73.57614,Entire home/apt,130,2,3,2022-12-05,2.57,10,349,3,
741511691637442379,Incroyable 3BDR à Mtl Core avec  parkings privés !,481098456,Suzanne,,Mercier-Hochelaga-Maisonneuve,45.53848,-73.54288,Entire home/apt,121,1,10,2022-12-11,6.00,9,153,10,
