name,neighbourhood,latitude,longitude,price,minimum_nights,PricePerNight,Price_CAD
2min to Akihabara (ASB1),Taito Ku,35.70045,139.78743,24000,2,12000.0,119.27999999999999
New Double Room in Tokyo: Skytree View 701 B,Sumida Ku,35.71345,139.81046,14144,3,4714.666666666667,46.86378666666666
SOLA HOTEL蒼空ホテル#301,Sumida Ku,35.70746,139.81711,46714,1,46714.0,464.33716
Sola hotel＃201,Sumida Ku,35.70746,139.81711,49429,1,49429.0,491.32426
Hidden Gem in Central Tokyo-family type 3 bedrooms,Shinjuku Ku,35.68182,139.72459,22553,2,11276.5,112.08841
New in Tokyo: Skytree & Asakusa 302,Sumida Ku,35.71345,139.80817,12280,3,4093.3333333333335,40.687733333333334
Massive House. Hidden Gem in the Heart of Shibuya!,Shibuya Ku,35.66336,139.6929,30000,1,30000.0,298.2
2min to Nishi-Sugamo Sta. 13 min to Ikebukuro Sta.,Toshima Ku,35.74246,139.729,50000,2,25000.0,248.49999999999997
"7km from Haneda Airport,one bedroom(101)",Ota Ku,35.584209,139.726868,19884,1,19884.0,197.64695999999998
2. Shibuya Sta. 5min WALK! Shinjuku 7min! mWiFi!,Shibuya Ku,35.66063,139.69975,8525,2,4262.5,42.369249999999994
HOMESTAY TYPE TATAMI & FUTON EXPERIENCE in Tokyo,Nakano Ku,35.71821,139.633,6500,3,2166.6666666666665,21.53666666666666
Asakusa Temple Three Minutes #202,Taito Ku,35.71512,139.79427,8046,2,4023.0,39.98862
Yellow Apart Right In Shimokitazawa 2min Walk!!,Setagaya Ku,35.66286,139.66722,13500,2,6750.0,67.095
"亲子家庭式民宿in池袋，地铁车站2分钟,直达新宿,银座,涉谷原宿，横浜中华街。近超市24h便利店",Toshima Ku,35.7344,139.69833,14000,1,14000.0,139.16
Sola hotel＃202,Sumida Ku,35.70746,139.81711,27571,1,27571.0,274.05573999999996
Long-term stays welcom! Shinjuku area/5ppl #401,Shinjuku Ku,35.70614,139.74165,21407,1,21407.0,212.78557999999998
"60平方米以上宽敞民宿in池袋，地铁车站2分钟直达新宿,银座,涉谷,明治神宫，楼下24h便利店,超市",Toshima Ku,35.7327,139.69919,11543,2,5771.5,57.36870999999999
3min to Shibuya /Sangen-jaya Sta /Free wifi/Max 3,Setagaya Ku,35.64071,139.66469,10171,3,3390.3333333333335,33.699913333333335
"Grapehouse,only for women: ８ min to Shinjuku",Nakano Ku,35.71019,139.64929,4500,1,4500.0,44.73
Amazing House. Hidden Gem in the Heart of Shibuya!,Shibuya Ku,35.66198,139.69473,30000,1,30000.0,298.2
"Light Breezy Studio Apt, 2 Stops to Shinjuku (#7)",Shibuya Ku,35.67847,139.67879,10000,1,10000.0,99.39999999999999
The NINJA house near Shinjuku,Shibuya Ku,35.68033,139.67274,10676,4,2669.0,26.52986
A【11min to Airport!】Easy access to Central Tokyo!,Ota Ku,35.57135,139.72803,10857,3,3619.0,35.97286
Shibuya 10 minutes free Wi-fi Sakurashinmachi (桜新町),Setagaya Ku,35.63511,139.63962,5000,4,1250.0,12.424999999999999
ShinjukuTokyo Free Internet＋Pocket Wifi Treehouse！,Shinjuku Ku,35.71088,139.71213,13800,2,6900.0,68.586
Heart of Shinjuku 2BR 60㎡ /Free Portable Wifi^^,Shinjuku Ku,35.69572,139.70848,20000,2,10000.0,99.39999999999999
Shinjuku! Free Wi-Fi + Good Location + Clean Room!,Shinjuku Ku,35.69933,139.70501,9675,2,4837.5,48.08474999999999
"302 · Tokyo,Akihabara,Ginza by walk,Center of tokyo#302",Chuo Ku,35.68694,139.77637,7800,1,7800.0,77.532
Shinjuku area: 25㎡ cozy room,Shinjuku Ku,35.68888,139.7175,10000,2,5000.0,49.699999999999996
6mins to Shinjuku Sta.! Cozy & Spacious#202,Shinjuku Ku,35.7048,139.69552,45857,3,15285.666666666666,151.93952666666664
小松の家^^,Shinjuku Ku,35.70325,139.69757,26000,2,13000.0,129.22
"Shinjuku, 3-min walk from metro. Free Wifi.",Shinjuku Ku,35.69765,139.70808,20857,2,10428.5,103.65928999999998
301 · 301 · Tokyo sta/Imperial Palace/#301,Chuo Ku,35.68684,139.77684,12000,1,12000.0,119.27999999999999
Go toトラベル対象！-3F Town house in Nishiazabu( English),Minato Ku,35.66209,139.71845,6857,2,3428.5,34.07929
B【11min to Airport!】Easy access to Central Tokyo!,Ota Ku,35.57124,139.72814,20143,3,6714.333333333333,66.74047333333333
【perfect location】best choice in Ikebukuro!,Toshima Ku,35.73142,139.71712,9000,2,4500.0,44.73
Near both Asakusa Ueno w/Tatami Room #1,Taito Ku,35.71475,139.78452,19500,2,9750.0,96.91499999999999
"Shinjuku area :2 Bed rooms, 2 Bathrooms",Shinjuku Ku,35.68698,139.71574,11857,2,5928.5,58.929289999999995
Convenient cozy fun space in Tokyo.Room102,Shinjuku Ku,35.68965,139.73282,5000,1,5000.0,49.699999999999996
☆Luxury New House/6 min to Shibuya☆,Setagaya Ku,35.63352,139.66437,39714,3,13238.0,131.58571999999998
"Iidabashi Cozy house, Rent 2 Road bikes",Shinjuku Ku,35.70471,139.74042,5500,1,5500.0,54.669999999999995
4 min to Shinjuku: Twin Room in Tokyo 101,Nakano Ku,35.70097,139.66412,15720,3,5240.0,52.08559999999999
The real cool house in the Heart of Tokyo.Room101,Shinjuku Ku,35.69023,139.73292,6035,1,6035.0,59.987899999999996
A comfortable room in the local life.Room203,Shinjuku Ku,35.68985,139.73277,5000,1,5000.0,49.699999999999996
H101_【Reduction in Price】Tokyo tower/JR line/WiFi,Minato Ku,35.65744,139.75686,21250,1,21250.0,211.225
Beautiful&Sunny room in the Heart of Tokyo.No204,Shinjuku Ku,35.69142,139.73126,7000,1,7000.0,69.58
"303 · Good location / Near Tokyo station , 15 min walk",Chuo Ku,35.68679,139.7765,8000,1,8000.0,79.52
Enjoy Local life in the best Tokyo. Loft Room206.,Shinjuku Ku,35.68988,139.73264,5381,1,5381.0,53.48714
Japanese style tatami room with loft bed. Room205,Shinjuku Ku,35.68953,139.73079,6982,1,6982.0,69.40108
【R1】Stay in TOKYO!★near IKEBUKURO★,Toshima Ku,35.73862,139.70979,15000,2,7500.0,74.55
40m2★8min ride to Shinjuku★RetroChic Parkside Apt,Toshima Ku,35.73328,139.73175,14835,2,7417.5,73.72994999999999
Nishi Shinjuku Gochome St 3 min☆202,Shinjuku Ku,35.6904,139.68416,8857,3,2952.3333333333335,29.346193333333332
4mins from the sta / wifi /Shinjyuku area /3 rooms,Shinjuku Ku,35.69923,139.70422,28000,1,28000.0,278.32
Shinjuku 5mins!/FREE Wifi/4mins walk from Sasazuka,Setagaya Ku,35.671349,139.667679,20286,3,6762.0,67.21427999999999
A luxurious villa full of sunshine,Shinjuku Ku,35.70264696619259,139.70737402014268,32800,2,16400.0,163.016
404 · Imperial palace/Near Tokyo st/Nihonbashi #404,Chuo Ku,35.6888,139.77632,12000,1,12000.0,119.27999999999999
4 minutes to Shinjuku: New Tokyo Apartment 102,Nakano Ku,35.7004,139.66381,15720,3,5240.0,52.08559999999999
6mins to Shinjuku Sta.! Luxurious & Spacious#402,Shinjuku Ku,35.70459,139.69613,121429,3,40476.333333333336,402.3347533333333
(#402) Relax Studio Apt. 3min ride to Shinjuku Sta,Shinjuku Ku,35.68924,139.71152,20357,1,20357.0,202.34857999999997
[6min to Ryogoku Sta./23min to Shinjuku],Sumida Ku,35.69378,139.79127,17086,2,8543.0,84.91741999999999
"Shinjuku, Shibuya 15min!! To the station 4 min!",Setagaya Ku,35.67195,139.60576,4800,1,4800.0,47.711999999999996
Near Roppongi TOKYO Tower/Free WiFi,Minato Ku,35.6494,139.75127,27857,1,27857.0,276.89858
4 minutes to Shinjuku: New Tokyo Apartment 201,Nakano Ku,35.70057,139.66442,15720,3,5240.0,52.08559999999999
TOKYO Tower Roppongi!FREE WiFi,Minato Ku,35.65262,139.75168,27857,1,27857.0,276.89858
Renew open 3persons Shinjuku area in central Tokyo,Shinjuku Ku,35.70753,139.72954,22000,5,4400.0,43.736
4 minutes to Shinjuku: New Tokyo Apartment 202,Nakano Ku,35.70187,139.6662,15720,3,5240.0,52.08559999999999
WHOLE HOUSE/ 3 min walk to Tamachi /Metro Mita St,Minato Ku,35.64881,139.74697,22143,1,22143.0,220.10142
"""Pleasant House - Buona Casa"" is a place where you can relax as if you are at home.",Shinjuku Ku,35.71065,139.70572,5300,1,5300.0,52.681999999999995
NewEntire 3BR/Tokyo Haneda Airport 12m/FreeParking,Ota Ku,35.55464,139.71649,34286,1,34286.0,340.80283999999995
3mins to Shibuya /Sangen-jaya Sta/Free wifi/Max 5,Setagaya Ku,35.64121,139.6638,12714,3,4238.0,42.125719999999994
【Great Location!】Near Shinjuku Sta./Simmons#201,Shibuya Ku,35.682461,139.703995,111111,2,55555.5,552.2216699999999
001-707　Oshiage/ 10min walk from TokyoSkyTree,Sumida Ku,35.70806,139.8169,24429,2,12214.5,121.41212999999999
東京池袋高端民宿,Toshima Ku,35.7392,139.7066,42143,2,21071.5,209.45071
J STAY GUEST HOUSE 102号室,Chuo Ku,35.66371,139.77448,5718,2,2859.0,28.418459999999996
Cozy Tokyo condo Shibuya Crossing 6 min walk,Shibuya Ku,35.65851,139.69533,19666,1,19666.0,195.48003999999997
【Great Location!】Near Shinjuku Sta./WiFi #Oasis302,Shibuya Ku,35.682461,139.703995,20343,2,10171.5,101.10471
#1A Nostalgic house & daily life /3BR,Shinjuku Ku,35.71259,139.70887,29857,2,14928.5,148.38929
【Great Location!】Near Shinjuku Sta./WiFi #Oasis301,Shibuya Ku,35.682461,139.703995,18314,2,9157.0,91.02058
Licensed Shibuya 3min/Good Location/Japanese room,Setagaya Ku,35.64787,139.68289,19571,3,6523.666666666667,64.84524666666667
格安★浅草寺徒歩3分#201 Senso-ji Temple  3 minutes walk! 浅草,Taito Ku,35.71141,139.79576,6195,2,3097.5,30.789149999999996
ASAKUSA-Triplex(2-4F)+terrace with City View,Taito Ku,35.71781,139.80002,19500,3,6500.0,64.61
Stylish 80sqm Duplex. in Harajuku/Omotesando,Shibuya Ku,35.66526,139.70673,62550,2,31275.0,310.8735
J STAY GUEST HOUSE 201号室,Chuo Ku,35.66309,139.77384,4821,2,2410.5,23.960369999999998
Asakusa Temple Three Minute Walk & Sky Tree is Also Nearby! #203,Taito Ku,35.71668,139.79224,6659,2,3329.5,33.09523
501 · Near Tokyo station walk 15min/Nihonbashi Area #501,Chuo Ku,35.68747,139.77841,15000,1,15000.0,149.1
J STAY GUEST HOUSE 301号室,Chuo Ku,35.66424,139.77455,5168,2,2584.0,25.684959999999997
"No Cleaning Fee! Cheap Price! Near Asakusa,Ueno!",Taito Ku,35.71967,139.78989,10000,1,10000.0,99.39999999999999
J STAY GUEST HOUSE 302号室,Chuo Ku,35.66483,139.77296,5446,2,2723.0,27.066619999999997
"Japanese craft master decoration home,Haneda 20min",Ota Ku,35.57598,139.72403,16333,2,8166.5,81.17501
Newly built house /yahiro station / free wifi /,Sumida Ku,35.72283,139.82506,24132,2,12066.0,119.93603999999999
502 · Nihonbashi Area/Near Tokyo station walk 15min #502,Chuo Ku,35.68679,139.77797,18888,1,18888.0,187.74671999999998
"305 · Good location,Near Tokyo Stn,Akihabara #305",Chuo Ku,35.68744,139.77637,8888,1,8888.0,88.34671999999999
"No Cleaning Fee! Cheap Price! Near Asakusa,Ueno!",Taito Ku,35.72033,139.78998,9000,1,9000.0,89.46
"Japaness/Solarium,Kimone Chest",Taito Ku,35.72706,139.79477,10000,1,10000.0,99.39999999999999
"4F · Akihabara sta  4min/Tokyo, Asakusa to 4 min/4F",Taito Ku,35.70246,139.777,21888,1,21888.0,217.56671999999998
Near Shinjuku Shibuya / 2 bedrooms / Retro modern,Shibuya Ku,35.67949,139.67874,22771,2,11385.5,113.17186999999998
Shinagawa Matcha Place 10 mins walk to The station,Minato Ku,35.63603,139.73375,13543,2,6771.5,67.30870999999999
bmj#103 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,13857,1,13857.0,137.73857999999998
bmj#101 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,16429,1,16429.0,163.30426
"2F · Akihabara  4min/ Asakusa, Ueno to 4 min /2F",Taito Ku,35.70239,139.77787,27156,1,27156.0,269.93064
Asakusa Temple 3-Minute Walk #301,Taito Ku,35.71088,139.79633,5618,2,2809.0,27.921459999999996
Asakusa Temple 3-Minute Walk #302,Taito Ku,35.7153,139.79446,7369,2,3684.5,36.623929999999994
Nishi Shinjuku/walk 4 mins_DoMo AA01,Shinjuku Ku,35.69645,139.69489,17714,1,17714.0,176.07716
Asakusa Temple 3-minute walk # 303,Taito Ku,35.71518,139.79252,5712,2,2856.0,28.38864
Nishi Shinjuku/walk 4 mins_DoMo AS01,Shinjuku Ku,35.69645,139.69489,14286,1,14286.0,142.00284
Nishi Shinjuku/walk 4 mins_DoMo AT01,Shinjuku Ku,35.69645,139.69489,22429,1,22429.0,222.94425999999999
Nishi Shinjuku/walk 4 mins_DoMo AS02,Shinjuku Ku,35.69645,139.69492,18857,1,18857.0,187.43857999999997
Asakusa Temple 3-Minute Walk #401,Taito Ku,35.71516,139.79255,5421,2,2710.5,26.942369999999997
Nishi Shinjuku/walk 4 mins_DoMo AT02,Shinjuku Ku,35.69645,139.69492,22286,1,22286.0,221.52283999999997
Asakusa Temple 3-Minute Walk #402,Taito Ku,35.7169,139.79268,6964,2,3482.0,34.611079999999994
Nishi Shinjuku/walk 4 mins_DoMo AS03,Shinjuku Ku,35.69645,139.69492,18857,1,18857.0,187.43857999999997
bmj#102 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,16286,1,16286.0,161.88284
Nishi Shinjuku/walk 4 mins_DoMo AT03,Shinjuku Ku,35.69645,139.69492,22429,1,22429.0,222.94425999999999
DoMo A 404 Nishi Shinjuku,Shinjuku Ku,35.69645,139.69489,18857,1,18857.0,187.43857999999997
[301]マンスリー賃貸OK!作業デスクあり,Shinjuku Ku,35.69642,139.69666,14429,1,14429.0,143.42425999999998
A6【Come to seeWBC】SHIBUYA sta. 8min Furnished 1DK,Shibuya Ku,35.65584,139.69472,21143,2,10571.5,105.08071
Nishi Shinjuku/walk 4 mins_DoMo AT04,Shinjuku Ku,35.69645,139.69489,22429,1,22429.0,222.94425999999999
Live in a house in Omotesando. 2BR 45 sqm.,Shibuya Ku,35.66501,139.7071,24000,2,12000.0,119.27999999999999
"Asakusa, Ueno, Sky Tree Area, Large Living room!!",Taito Ku,35.72706,139.79477,11171,2,5585.5,55.51987
J STAY GUEST HOUSE 202号室,Chuo Ku,35.66285,139.77253,5650,2,2825.0,28.080499999999997
5mins from JR Kinshicho! Near Asakusa&Skytree!,Sumida Ku,35.70002,139.81393,7000,2,3500.0,34.79
2A★PET OK★ Entire 1BedRoom  (410sq ft) APT,Nakano Ku,35.6878,139.66299,6889,2,3444.5,34.23833
"HOUSE, 2 pocket Wifi, 4 min walk to Ikebukuro Stat",Toshima Ku,35.72731,139.70939,33000,2,16500.0,164.01
Hotel EL Shinjuku  1 /. 2 bathrooms,Shinjuku Ku,35.69968,139.70398,67750,1,67750.0,673.435
[401]2LDKマンスリーマンション・家具付き・初期費用なし・交渉可能・新宿・駅近,Shinjuku Ku,35.69642,139.69666,21571,1,21571.0,214.41573999999997
浅草桜橋ハイツ ASAKUSA SAKURABASHI 2F,Taito Ku,35.7192,139.8049,9800,2,4900.0,48.705999999999996
"Shinjuku-ku,2min from sta.,9beds,4rooms+big dining",Shinjuku Ku,35.69183,139.68474,39000,2,19500.0,193.82999999999998
AB【11min to Airport!】Easy access to Central Tokyo!,Ota Ku,35.56988,139.72609,24000,3,8000.0,79.52
[202]家具付きアパート/テレワーク・在宅勤務可能・小型デスク・チェア付き,Shinjuku Ku,35.69642,139.69666,14000,1,14000.0,139.16
Holiday Places /SHIBUYA 5min by train (Sangenjaya),Shibuya Ku,35.65887,139.70248,23429,2,11714.5,116.44212999999999
[201]在宅勤務できます、無線LAN・コンパクトデスク・椅子あり。家具付きマンスリーマンション,Shinjuku Ku,35.69642,139.69666,13571,1,13571.0,134.89574
温馨之家,Toshima Ku,35.73392,139.71859,10471,2,5235.5,52.04087
悠々亭( YUYUTEI ) 東京浅草Tokyo Asakusa,Taito Ku,35.71938,139.78951,42857,2,21428.5,212.99928999999997
[302]Shinjuku Beautiful apartment Free Pocket Wifi,Shinjuku Ku,35.69642,139.69666,14429,1,14429.0,143.42425999999998
bmj#201 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,16286,1,16286.0,161.88284
Renovated old Japanese-style home. 1min from S.T,Taito Ku,35.72213,139.78487,10279,2,5139.5,51.08662999999999
Shinjuku 2st max 10 ppi/ chitosekaratsuyama 3mwalk,Setagaya Ku,35.67184,139.59808,22029,2,11014.5,109.48413
bmj#202 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,14000,1,14000.0,139.16
bmj#203 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,16286,1,16286.0,161.88284
New 4-minute train ride from Ikebukuro.,Toshima Ku,35.7335,139.68038,6150,1,6150.0,61.13099999999999
bmj#301 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,16571,1,16571.0,164.71573999999998
bmj#302 3min walk to JR Okubo Motel Apartment,Shinjuku Ku,35.7035,139.69746,13857,1,13857.0,137.73857999999998
【50%OFF SALE】Perfect in Ikebukuro!【FREE WIFI】,Toshima Ku,35.73093,139.71663,18000,2,9000.0,89.46
AM's House  with  24-hour co-working space!,Toshima Ku,35.73058,139.72978,13571,3,4523.666666666667,44.965246666666665
SHINJUKU OKUBO SHINOKUBO GREEN HOUSE 蘭RAN 新宿大久保,Shinjuku Ku,35.7007,139.69499,11800,1,11800.0,117.29199999999999
Tokyo  Fuji Themed Apt   3min→STA  WiFi,Minato Ku,35.67075,139.7241,26926,1,26926.0,267.64444
Another room available in Brand New House,Toshima Ku,35.7405,139.70978,8007,2,4003.5,39.79479
SANCHA Places / SHIBUYA 5min by train (Sangenjaya),Setagaya Ku,35.64656,139.67575,38143,2,19071.5,189.57071
4min Shinjuku st/Cozy&Clean/2min walk JR Okubo sta,Shinjuku Ku,35.702141,139.694397,19554,1,19554.0,194.36675999999997
Shiba Inu Theme Airbnb 3min STA WiFi,Minato Ku,35.67022,139.72427,26769,1,26769.0,266.08385999999996
＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー 個室10F A,Shinjuku Ku,35.69845,139.70432,5850,2,2925.0,29.074499999999997
TokyoTower★Direct to Shinjuku★FreeWifi★★Parking,Minato Ku,35.65855,139.74069,16000,1,16000.0,159.04
Luxury 40m2 APT 3min ShinjukuSanchome St 12min JR,Shinjuku Ku,35.69245,139.70917,9000,2,4500.0,44.73
Open air bath｜Close to Skytree｜Free Wifi,Sumida Ku,35.71691,139.82293,14714,2,7357.0,73.12858
【TOKYO Ebisu/Shibuya】Artistic cozy weekly houseE1,Shibuya Ku,35.64612,139.71829,20700,1,20700.0,205.75799999999998
5min Walk from Station FREE Pocket WiFi English/中文,Sumida Ku,35.69881,139.81349,10000,2,5000.0,49.699999999999996
Open air bath｜Close to Skytree｜Bike rental,Sumida Ku,35.71557,139.82463,13800,2,6900.0,68.586
Room with open air bath near Skytree｜Free WiFi,Sumida Ku,35.71658,139.82258,13086,2,6543.0,65.03742
4Ldk house/3mins to shinjuku/10max/free parking,Shibuya Ku,35.68479,139.67688,34143,2,17071.5,169.69071
＊新宿・大久保徒歩圏内＊無料Wi-Fi＊コンビニ徒歩1分＊屋上から夜景ビュー個室,Shinjuku Ku,35.69841,139.70429,7500,2,3750.0,37.275
Licenced/9BDR/137㎡/25people/FreeParking/Haneda15m,Ota Ku,35.54063,139.70774,42786,1,42786.0,425.29283999999996
ASAKUSA SAKURABASHI HOUSE   Japane Asakusa,Taito Ku,35.7192,139.8049,9800,2,4900.0,48.705999999999996
新宿迄電車4分　駅徒歩5分　ブロードウェイ徒歩1分　広々45平米の1LDK お一人様〜ファミリー迄,Nakano Ku,35.71011,139.66478,19634,2,9817.0,97.58098
F) 4min walk Ikebukuro/ Free wifi/ 37sqm,Toshima Ku,35.7334,139.70841,26571,2,13285.5,132.05786999999998
TINY Central Apartment 7 Minutes from Shinjuku 1F,Nakano Ku,35.70832,139.6882,11058,1,11058.0,109.91651999999999
SHIBUYA9min/For6/Family friendly☺☺/rich in nature,Setagaya Ku,35.63223,139.6538,24286,2,12143.0,120.70141999999998
"301 / 3min to Asakusa st./Kaminari-mon,Sensoji",Taito Ku,35.70793,139.79548,20571,4,5142.75,51.11893499999999
A5【Come to seeWBC】SHIBUYA sta. 8min Furnished 1DK,Shibuya Ku,35.6559,139.6968,17286,2,8643.0,85.91141999999999
ASAKUSA - 3F/3 bedrooms/max 10 ppl/6min to station,Taito Ku,35.7149,139.80222,18000,2,9000.0,89.46
"Bright, Cozy Studio Apt. 2 stops to Shinjuku (#8)",Shibuya Ku,35.67751,139.6808,10000,1,10000.0,99.39999999999999
River view/Close to Shinjuku /Shibuya,Toshima Ku,35.71538,139.70968,7186,2,3593.0,35.71442
Modern 3-Bedroom 80m2 Apartment near Shibuya!,Setagaya Ku,35.64517,139.67429,35000,3,11666.666666666666,115.96666666666665
1. New open / Near Roppongi Hills / Up to 7 / WiFi,Minato Ku,35.66184,139.73254,31429,2,15714.5,156.20212999999998
2 separate bedroom in Shibuya,Shibuya Ku,35.65353,139.7094,18000,2,9000.0,89.46
▼Sterilized▼Near to Harajuku/Build in 2017/7sta!,Shibuya Ku,35.6745,139.71057,31857,3,10619.0,105.55286
【Yoyogi House】Shinjuku walking distance!Wi-Fi/Max9,Shibuya Ku,35.68374,139.69812,33657,1,33657.0,334.55057999999997
A7【Come to seeWBC】SHIBUYA sta. 8min Furnished 1DK,Shibuya Ku,35.65726,139.69701,22429,2,11214.5,111.47212999999999
DowntownHeart Tokyo 2min walk Kinshicho St/SkyTree,Sumida Ku,35.69563,139.81047,16143,2,8071.5,80.23070999999999
4 minutes to Shinjuku: New Tokyo Apartment 203,Nakano Ku,35.70048,139.66396,22457,3,7485.666666666667,74.40752666666667
Natural Ellipse Tokyo,Shibuya Ku,35.65805,139.69585,177857,4,44464.25,441.97464499999995
Cozy Shinjuku Urban Flat 201. 2mins walk to st.,Nakano Ku,35.69132,139.68285,15201,2,7600.5,75.54897
Studio/1min Nishi-Shinjuku sta/8min walk Shinjuku,Shinjuku Ku,35.69389,139.69425,19304,1,19304.0,191.88175999999999
B5【Come to seeWBC】SHIBUYAsta. 8min Furnished Room,Shibuya Ku,35.65544,139.69655,12514,2,6257.0,62.194579999999995
4min Shinjuku st/Cozy&Clean/2min walk JR Okubo st,Shinjuku Ku,35.702141,139.694397,18219,1,18219.0,181.09686
"STAR WARS HOUSE!Sta 5min!Roppongi/Wifi,Max8/ES130",Minato Ku,35.669,139.72623,12700,2,6350.0,63.11899999999999
2. New open / Near Roppongi Hills / Up to 6 / WiFi,Minato Ku,35.66375,139.73054,31429,2,15714.5,156.20212999999998
3. New open/Near Roppongi Hills/Up to 13 / WiFi,Minato Ku,35.66258,139.72983,60000,2,30000.0,298.2
B7【Come to seeWBC】SHIBUYAsta. 8min Furnished Room,Shibuya Ku,35.65708,139.69474,12514,2,6257.0,62.194579999999995
