,neighbourhood,latitude,longitude,price,minimum_nights
11884,Ville-Marie,45.52351,-73.56057,123,1
11885,Le Sud-Ouest,45.46419,-73.59648,106,2
11886,Ville-Marie,45.49629,-73.56758,171,2
11888,Le Plateau-Mont-Royal,45.52405,-73.58354,86,1
11889,Saint-Laurent,45.52784,-73.6672,120,2
11890,Ville-Marie,45.52429,-73.56058,96,1
11891,Ville-Marie,45.49861,-73.57678,139,1
11893,Ville-Marie,45.51088,-73.56259,126,1
11894,Ahuntsic-Cartierville,45.5474,-73.64187,64,2
11895,Le Sud-Ouest,45.49272,-73.5583,436,2
11896,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49015,-73.63947,75,2
11898,LaSalle,45.44725220000001,-73.6070627,212,2
11899,Mercier-Hochelaga-Maisonneuve,45.59902,-73.51207,165,2
11900,Outremont,45.51925,-73.60855,200,5
11901,Rosemont-La Petite-Patrie,45.54384,-73.56078,60,1
11902,Lachine,45.44725,-73.65229,141,14
11903,Mercier-Hochelaga-Maisonneuve,45.54784,-73.55502,40,2
11904,Verdun,45.45201,-73.58125,68,1
11905,Rivière-des-Prairies-Pointe-aux-Trembles,45.67292,-73.49666,101,1
11906,Rivière-des-Prairies-Pointe-aux-Trembles,45.69139183399819,-73.48293089311521,96,2
11907,Ville-Marie,45.51621,-73.56387,83,2
11908,Ville-Marie,45.5148,-73.56516,104,2
11909,Mercier-Hochelaga-Maisonneuve,45.54821,-73.55513,40,2
11910,Rosemont-La Petite-Patrie,45.54625,-73.5565,40,2
11912,Le Plateau-Mont-Royal,45.517562,-73.5819502,251,2
11914,Verdun,45.4714568,-73.5381527,450,1
11915,Ville-Marie,45.51491,-73.56408,78,2
11916,Ville-Marie,45.5147,-73.56573,96,2
11917,Ville-Marie,45.49706,-73.57749,139,1
11918,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48051,-73.62637,115,1
11919,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48151,-73.62357,100,1
11920,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4945138,-73.6189529,175,2
11922,Le Plateau-Mont-Royal,45.52643,-73.59843,160,1
11923,Ville-Marie,45.51636,-73.56433,123,1
11924,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49429,-73.60873,100,1
11925,Le Sud-Ouest,45.49383,-73.55955,149,2
11926,Le Sud-Ouest,45.48025060175682,-73.58715611904907,209,3
11927,Mercier-Hochelaga-Maisonneuve,45.54365,-73.54006,50,1
11928,Mercier-Hochelaga-Maisonneuve,45.61413,-73.53364,80,3
11929,Ville-Marie,45.4925734,-73.58232509999999,80,2
11932,Ville-Marie,45.49462,-73.56973,202,7
11933,Le Plateau-Mont-Royal,45.52601,-73.59107,186,2
11934,Le Sud-Ouest,45.46348,-73.58303,63,5
11935,Rosemont-La Petite-Patrie,45.5481,-73.55623,40,2
11936,Le Sud-Ouest,45.45664,-73.60174,84,2
11938,Ville-Marie,45.4925734,-73.58232509999999,80,2
11939,Ville-Marie,45.51946,-73.56434,224,2
11940,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47907,-73.6287,74,1
11941,Rosemont-La Petite-Patrie,45.54086,-73.60091,130,7
11942,Ville-Marie,45.51478,-73.56384,90,2
11943,Ville-Marie,45.4969,-73.58061,119,3
11944,Ville-Marie,45.50242,-73.55553,83,1
11945,Ville-Marie,45.49508549999999,-73.5759429,170,2
11946,Villeray-Saint-Michel-Parc-Extension,45.5450823,-73.621979,199,5
11947,Ville-Marie,45.51534,-73.5645,98,2
11949,Le Plateau-Mont-Royal,45.51571,-73.57094,225,2
11950,Rosemont-La Petite-Patrie,45.53539,-73.61696,89,1
11951,Ville-Marie,45.51639,-73.558,100,7
11953,Le Plateau-Mont-Royal,45.53583,-73.56333,77,1
11954,Ville-Marie,45.53229,-73.55448,83,2
11955,Ahuntsic-Cartierville,45.52582,-73.71559,557,1
11956,Le Plateau-Mont-Royal,45.52713,-73.60191,100,14
11957,Ville-Marie,45.5051529,-73.5632103,313,3
11958,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4845717,-73.6294913,80,1
11959,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50296,-73.61886,120,1
11960,Mercier-Hochelaga-Maisonneuve,45.54247,-73.54863,132,3
11961,Ville-Marie,45.51948,-73.56476,37,1
11964,Le Plateau-Mont-Royal,45.5264843,-73.596841,92,7
11966,Le Sud-Ouest,45.45853,-73.59015,191,2
11967,Ville-Marie,45.50816,-73.55245,154,1
11968,Ville-Marie,45.49534233025049,-73.57610531151295,150,2
11969,Mercier-Hochelaga-Maisonneuve,45.59322,-73.52001,86,3
11970,Le Plateau-Mont-Royal,45.519255,-73.573032,65,1
11971,Ville-Marie,45.49959,-73.5603,103,3
11972,Le Plateau-Mont-Royal,45.50982,-73.57221,42,1
11973,Verdun,45.4646992,-73.5710366,101,2
11974,Le Plateau-Mont-Royal,45.50911,-73.57242,40,1
11976,Verdun,45.45012699999999,-73.56964750000002,40,5
11977,Ville-Marie,45.51777,-73.56018,162,2
11978,Ville-Marie,45.52749,-73.55391,80,1
11979,Ville-Marie,45.51632,-73.5639,106,2
11981,Ville-Marie,45.50908,-73.55305,65,1
11983,Ville-Marie,45.49935,-73.57976,650,1
11984,Ville-Marie,45.495155490962574,-73.575598038733,173,2
11985,Le Plateau-Mont-Royal,45.52228,-73.58217,296,2
11986,Ville-Marie,45.51241,-73.56046,109,2
11987,Le Plateau-Mont-Royal,45.5072125,-73.5777803,101,1
11989,Le Plateau-Mont-Royal,45.52394963096501,-73.58346877354127,738,1
11991,Ville-Marie,45.49716,-73.57292,153,1
11992,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47732,-73.62212,90,2
11993,Ville-Marie,45.49546,-73.5665,110,3
11995,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48265,-73.63342,125,2
11996,Le Plateau-Mont-Royal,45.52399,-73.58549,115,1
11997,Le Plateau-Mont-Royal,45.51982,-73.57759,93,1
11998,Villeray-Saint-Michel-Parc-Extension,45.56445,-73.60095,117,1
12000,Ville-Marie,45.51013,-73.55431,218,2
12001,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47494,-73.63743,78,1
12002,Mercier-Hochelaga-Maisonneuve,45.59861,-73.53423,79,1
12003,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48462,-73.62945,132,2
12004,Westmount,45.47843,-73.60565,275,2
12006,Mercier-Hochelaga-Maisonneuve,45.57109,-73.539,115,1
12009,Le Plateau-Mont-Royal,45.51848,-73.5792,180,1
12010,Ville-Marie,45.50545,-73.55561,554,2
12011,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48309,-73.6289,89,2
12013,Ville-Marie,45.49952,-73.56175,385,1
12014,Saint-Léonard,45.59553,-73.58764,64,1
12015,Mercier-Hochelaga-Maisonneuve,45.53923556790964,-73.54270952432108,248,1
12016,Le Plateau-Mont-Royal,45.508996,-73.5747957,134,3
12018,Rosemont-La Petite-Patrie,45.53513,-73.59629,99,3
12019,Le Plateau-Mont-Royal,45.50853,-73.57405,90,3
12020,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4896,-73.64465,200,1
12023,Le Plateau-Mont-Royal,45.52149,-73.56756,90,2
12026,Le Plateau-Mont-Royal,45.52848,-73.57827,199,3
12027,Ville-Marie,45.5205206,-73.563987,85,1
12028,Ville-Marie,45.51979,-73.56465,39,1
12029,Saint-Léonard,45.58702,-73.58223,156,2
12033,Ville-Marie,45.49122,-73.58204,227,2
12034,Ville-Marie,45.52114,-73.55967,93,1
12035,Ville-Marie,45.49648,-73.57686,68,1
12036,Villeray-Saint-Michel-Parc-Extension,45.53966,-73.617,130,2
12038,Ahuntsic-Cartierville,45.57819,-73.65151,100,1
12039,Le Plateau-Mont-Royal,45.51093,-73.57755,116,1
12040,Rosemont-La Petite-Patrie,45.5321,-73.61229,136,3
12041,Ville-Marie,45.49468,-73.56941,180,5
12042,Le Plateau-Mont-Royal,45.52332,-73.58832,124,1
12043,Le Plateau-Mont-Royal,45.52390213048274,-73.58336418518066,319,1
12044,Le Sud-Ouest,45.4539273,-73.587222,60,2
12045,Ville-Marie,45.51877,-73.56373,65,2
12047,Le Sud-Ouest,45.47866,-73.5533,250,2
12048,Le Plateau-Mont-Royal,45.53355,-73.58345,35,6
12050,Le Plateau-Mont-Royal,45.5241605,-73.5894709,300,3
12051,Le Sud-Ouest,45.4600303,-73.5909143,160,5
12053,Ville-Marie,45.49698,-73.57301,142,1
12055,Verdun,45.4643214,-73.5692526,150,7
12056,Rosemont-La Petite-Patrie,45.53169,-73.60863,83,3
12058,Mercier-Hochelaga-Maisonneuve,45.54640130000001,-73.5384359,210,1
12059,Ville-Marie,45.52027,-73.56128,320,1
12061,Ville-Marie,45.495447392676745,-73.5715562652344,105,1
12062,Ville-Marie,45.51984,-73.55615,167,1
12064,Verdun,45.45563,-73.56897,101,1
12066,Le Plateau-Mont-Royal,45.52546,-73.585,89,1
12067,Ville-Marie,45.50612,-73.55429,155,1
12068,Rosemont-La Petite-Patrie,45.55093,-73.5824,163,2
12069,Ville-Marie,45.49355,-73.58138,101,2
12071,Le Sud-Ouest,45.48694,-73.58057,78,3
12073,Ville-Marie,45.49683,-73.57763,75,2
12075,Westmount,45.48141,-73.60382,160,2
12076,Mercier-Hochelaga-Maisonneuve,45.61363,-73.53357,62,3
12077,Le Plateau-Mont-Royal,45.52837,-73.58995,77,1
12078,Le Plateau-Mont-Royal,45.52507,-73.58458,158,2
12079,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46811,-73.64894,80,1
12081,Côte-des-Neiges-Notre-Dame-de-Grâce,45.495,-73.60881,182,1
12082,Le Plateau-Mont-Royal,45.52531,-73.60808,87,2
12083,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50962,-73.62125,30,4
12084,Ville-Marie,45.51091,-73.55101,65,1
12085,Ville-Marie,45.49499,-73.57775,71,1
12086,Ville-Marie,45.50905,-73.55279,65,1
12087,Ville-Marie,45.51126,-73.55121,65,1
12088,Pointe-Claire,45.46572,-73.80694,57,1
12089,Ville-Marie,45.50931,-73.55112,55,1
12090,Saint-Laurent,45.50617,-73.67513,110,1
12092,Ville-Marie,45.5107,-73.55121,65,1
12093,Le Plateau-Mont-Royal,45.51584,-73.57524,99,1
12094,Le Sud-Ouest,45.47103,-73.5902,97,1
12096,Le Plateau-Mont-Royal,45.5204,-73.58336,60,3
12098,Le Plateau-Mont-Royal,45.52689,-73.58901,160,4
12099,Villeray-Saint-Michel-Parc-Extension,45.54528,-73.61265,50,5
12100,Villeray-Saint-Michel-Parc-Extension,45.54295,-73.61746,54,1
12101,Le Plateau-Mont-Royal,45.53048,-73.57698,118,10
12103,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49854,-73.6425,50,1
12105,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50075,-73.64093,45,1
12106,Verdun,45.45228,-73.57676,139,3
12107,Ville-Marie,45.51607,-73.5643,103,1
12108,Ville-Marie,45.51155,-73.56326,500,1
12110,Ville-Marie,45.4927,-73.58038,150,1
12111,Saint-Laurent,45.51552,-73.72978,150,7
12112,Ville-Marie,45.49888,-73.55999,146,1
12114,Le Plateau-Mont-Royal,45.5216,-73.57922,89,1
12115,Le Plateau-Mont-Royal,45.51991,-73.58326,119,1
12117,Ville-Marie,45.5121002,-73.5593226,90,2
12118,Le Plateau-Mont-Royal,45.52022,-73.574,111,1
12119,Ville-Marie,45.4967,-73.57542,139,1
12121,Le Plateau-Mont-Royal,45.52767,-73.60424,321,1
12122,Rosemont-La Petite-Patrie,45.5553,-73.55784,49,1
12123,Le Plateau-Mont-Royal,45.52758,-73.60626,321,1
12125,LaSalle,45.44342373550687,-73.6194528500022,125,2
12126,Mercier-Hochelaga-Maisonneuve,45.54249,-73.54571,130,2
12127,Rosemont-La Petite-Patrie,45.55216,-73.57539,109,14
12129,Le Sud-Ouest,45.49545,-73.55951,170,6
12130,Le Sud-Ouest,45.44701,-73.6007,30,2
12131,Le Plateau-Mont-Royal,45.52806,-73.59094,95,1
12132,Le Plateau-Mont-Royal,45.522397,-73.5801074,103,1
12133,Le Plateau-Mont-Royal,45.52859,-73.59137,79,1
12134,Le Sud-Ouest,45.48533,-73.56811,250,1
12135,Ville-Marie,45.49621,-73.58562,210,2
12136,Ville-Marie,45.49843,-73.58258,83,1
12137,Ville-Marie,45.50964,-73.5624,126,1
12140,LaSalle,45.43349,-73.59243,110,2
12142,Rosemont-La Petite-Patrie,45.53071,-73.61815,120,3
12144,Ville-Marie,45.49452,-73.58292,59,1
12145,Le Plateau-Mont-Royal,45.53326,-73.56254,550,3
12146,Ville-Marie,45.52332,-73.55089,129,1
12147,Ville-Marie,45.49118,-73.58064,159,1
12149,Ville-Marie,45.49526,-73.58282,58,1
12150,Ville-Marie,45.494837,-73.581952,58,1
12151,Pierrefonds-Roxboro,45.50031,-73.77975,44,1
12152,Ahuntsic-Cartierville,45.5472973,-73.64160319999999,100,2
12153,Ville-Marie,45.4951,-73.58302,55,1
12154,Ville-Marie,45.49242,-73.5787,132,1
12156,Verdun,45.46365,-73.54561,43,1
12157,Ville-Marie,45.49566,-73.58152,58,1
12158,Ville-Marie,45.49396,-73.58278,58,1
12159,Ville-Marie,45.49909,-73.56038,149,1
12160,Verdun,45.456774,-73.5666626,134,1
12161,Le Plateau-Mont-Royal,45.52611,-73.60654,91,1
12162,Ville-Marie,45.49817,-73.57754,106,1
12164,Mercier-Hochelaga-Maisonneuve,45.55107,-73.54017,77,2
12165,Mercier-Hochelaga-Maisonneuve,45.547941,-73.536034,93,2
12168,Mercier-Hochelaga-Maisonneuve,45.5565,-73.54463,129,2
12169,Le Plateau-Mont-Royal,45.50793,-73.57513,50,1
12170,Saint-Laurent,45.51821760000001,-73.6882645,80,1
12171,Verdun,45.47052,-73.5699,87,1
12172,Ville-Marie,45.49515,-73.57341,96,2
12173,Le Plateau-Mont-Royal,45.50693,-73.5733,82,1
12174,Ville-Marie,45.48968,-73.58303,358,1
12176,Le Sud-Ouest,45.46111,-73.59067,180,4
12177,Ville-Marie,45.49882,-73.57319,115,7
12178,Le Plateau-Mont-Royal,45.52212,-73.57121,125,2
12179,Ville-Marie,45.50217,-73.57961,133,2
12180,Le Plateau-Mont-Royal,45.52215,-73.57014,125,2
12181,Saint-Laurent,45.51338,-73.67828,171,1
12182,Le Sud-Ouest,45.46326,-73.58279,50,1
12184,Ville-Marie,45.53707,-73.55051,90,2
12185,Ville-Marie,45.49275,-73.58218,78,1
12186,Ville-Marie,45.48985,-73.58261,247,1
12187,Le Plateau-Mont-Royal,45.53682939999999,-73.5711511,116,2
12189,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49845,-73.65202,130,1
12190,LaSalle,45.43292,-73.60636,113,2
12191,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49079,-73.63273,114,1
12192,LaSalle,45.43302,-73.60745,64,2
12193,Ahuntsic-Cartierville,45.54775,-73.64298,55,2
12194,Ville-Marie,45.4962812,-73.57409000000001,186,1
12196,Ville-Marie,45.51406,-73.56376,81,1
12197,Villeray-Saint-Michel-Parc-Extension,45.55032,-73.6169,60,1
12198,Ville-Marie,45.51789,-73.5637,107,4
12199,Westmount,45.48626,-73.59437,161,2
12200,Ville-Marie,45.51627,-73.5581,133,2
12201,Rosemont-La Petite-Patrie,45.53694,-73.61294,150,3
12202,Le Plateau-Mont-Royal,45.52609,-73.5897,170,1
12204,Rosemont-La Petite-Patrie,45.54288810072181,-73.60025890791918,175,3
12205,Rosemont-La Petite-Patrie,45.55389,-73.55643,69,1
12207,Saint-Léonard,45.58557,-73.58754,111,1
12208,Le Plateau-Mont-Royal,45.52924,-73.57589,150,2
12210,Ville-Marie,45.52591330355099,-73.5481297024921,119,4
12211,Dollard-des-Ormeaux,45.48104,-73.83585,220,2
12212,Le Sud-Ouest,45.44826,-73.60437,30,2
12214,Le Sud-Ouest,45.49083,-73.56034,89,5
12216,Ville-Marie,45.48952,-73.58419,207,1
12217,Le Sud-Ouest,45.481,-73.58625,110,1
12218,Ville-Marie,45.50757,-73.56058,128,1
12219,Ville-Marie,45.49829,-73.57742,95,1
12221,Le Plateau-Mont-Royal,45.52472,-73.58293,74,6
12223,Ville-Marie,45.49525,-73.58123,92,1
12225,Ville-Marie,45.50184,-73.55585,178,1
12226,Ville-Marie,45.53259,-73.55546,80,2
12227,Le Plateau-Mont-Royal,45.51685,-73.5839,500,1
12230,Ville-Marie,45.50377,-73.55462,228,1
12232,Montréal-Nord,45.62773727371811,-73.62366694366926,448,2
12233,Mercier-Hochelaga-Maisonneuve,45.57851,-73.5325,90,1
12235,Ville-Marie,45.4951725,-73.5810955,564,1
12236,Ville-Marie,45.5024,-73.55406,67,1
12237,Ville-Marie,45.48789,-73.58034,233,1
12238,Saint-Laurent,45.51122,-73.68184,229,7
12240,Mercier-Hochelaga-Maisonneuve,45.54432,-73.54049,62,1
12241,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47046,-73.61298,35,2
12242,Le Sud-Ouest,45.46244,-73.59771,130,2
12243,Outremont,45.51949,-73.60764,79,1
12244,Le Sud-Ouest,45.46093,-73.5913,111,6
12245,Le Sud-Ouest,45.46229,-73.58301,59,1
12247,Ville-Marie,45.49656,-73.57757,142,1
12248,Westmount,45.48797,-73.58316,115,3
12250,Anjou,45.609,-73.54757,76,2
12251,Côte-des-Neiges-Notre-Dame-de-Grâce,45.495897,-73.63925400000001,107,2
12252,Le Sud-Ouest,45.46119,-73.59006,100,6
12253,Ville-Marie,45.49294,-73.57884,174,14
12256,Ville-Marie,45.4957961258591,-73.5760548595758,188,3
12257,Mercier-Hochelaga-Maisonneuve,45.5759075,-73.5442534,107,4
12258,Ville-Marie,45.50152,-73.57808,183,1
12259,Ville-Marie,45.5228,-73.55348,66,2
12260,Ville-Marie,45.51674,-73.55611,119,2
12261,Verdun,45.47037,-73.56994,87,1
12262,Outremont,45.51844,-73.59819,250,1
12263,Ville-Marie,45.49326,-73.5828,64,1
12264,Rosemont-La Petite-Patrie,45.54803,-73.55533,40,2
12265,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47118,-73.60522,90,7
12266,Ville-Marie,45.49209,-73.58106,88,5
12268,Saint-Léonard,45.59786,-73.59779,87,1
12269,Le Plateau-Mont-Royal,45.52001,-73.56781,340,2
12270,Rivière-des-Prairies-Pointe-aux-Trembles,45.668158,-73.5514,100,1
12271,Le Plateau-Mont-Royal,45.53763,-73.57799,73,1
12272,Le Plateau-Mont-Royal,45.53621,-73.56661,64,1
12273,Verdun,45.45096,-73.57067,40,5
12274,Rosemont-La Petite-Patrie,45.54833,-73.55641,40,2
12276,Ville-Marie,45.49472,-73.57722,155,2
12277,Le Sud-Ouest,45.45753,-73.59402,79,2
12278,Mercier-Hochelaga-Maisonneuve,45.56796,-73.52493,70,1
12279,Lachine,45.43384409999999,-73.6797631,150,2
12280,Rosemont-La Petite-Patrie,45.54829,-73.55638,40,2
12281,Côte-Saint-Luc,45.46779,-73.66454,79,1
12282,Rosemont-La Petite-Patrie,45.54694,-73.55696,40,2
12283,Ville-Marie,45.50177,-73.55579,102,1
12284,Ville-Marie,45.53325,-73.55241,82,2
12285,Montréal-Nord,45.58418,-73.65159,129,2
12286,Le Plateau-Mont-Royal,45.53707,-73.58335,55,1
12287,Le Plateau-Mont-Royal,45.52652,-73.58459,62,4
12288,Ville-Marie,45.4960415,-73.57051659999999,291,3
12289,Ville-Marie,45.5214,-73.55934,84,2
12290,Mercier-Hochelaga-Maisonneuve,45.55626,-73.53627,100,2
12291,Ville-Marie,45.50111,-73.55869,280,2
12294,Ville-Marie,45.52011,-73.55475,110,1
12295,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47539,-73.60736,121,2
12296,Ville-Marie,45.49489,-73.57569,131,2
12297,Saint-Laurent,45.51168,-73.67875,180,1
12298,Rivière-des-Prairies-Pointe-aux-Trembles,45.6425,-73.49285,75,1
12299,Ville-Marie,45.5016,-73.5635,215,2
12300,Le Plateau-Mont-Royal,45.53064,-73.57139,65,1
12301,Ville-Marie,45.49178,-73.58017,122,1
12302,Saint-Laurent,45.51163,-73.67979,200,1
12303,Ville-Marie,45.50052,-73.57761,236,1
12304,Rivière-des-Prairies-Pointe-aux-Trembles,45.66109,-73.55867,104,1
12305,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49668,-73.60984,85,2
12306,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49266,-73.61325,91,1
12307,Rosemont-La Petite-Patrie,45.54258,-73.60794,72,1
12308,Ville-Marie,45.49435,-73.56776,300,2
12309,Le Plateau-Mont-Royal,45.51978,-73.56833,148,2
12310,Le Plateau-Mont-Royal,45.54044,-73.57862,85,1
12311,Le Plateau-Mont-Royal,45.53806,-73.57982,103,14
12312,Ville-Marie,45.50265,-73.5563,285,1
12313,Ville-Marie,45.51413,-73.5584,97,1
12314,Mercier-Hochelaga-Maisonneuve,45.55152,-73.55449,108,1
12315,Le Plateau-Mont-Royal,45.53776,-73.58156,140,2
12316,Côte-des-Neiges-Notre-Dame-de-Grâce,45.45602,-73.64173,385,4
12317,Ville-Marie,45.49083,-73.57862,189,14
12318,Ville-Marie,45.51116,-73.56255,150,1
12321,Le Plateau-Mont-Royal,45.52149,-73.5983,131,1
12322,Le Sud-Ouest,45.48861,-73.57509,293,3
12323,Côte-des-Neiges-Notre-Dame-de-Grâce,45.487547205581606,-73.63452784717083,75,3
12324,Ville-Marie,45.50453,-73.5545,197,1
12326,Mercier-Hochelaga-Maisonneuve,45.55823,-73.54765,42,2
12327,Le Plateau-Mont-Royal,45.51988,-73.56693,145,2
12332,Ville-Marie,45.50463,-73.5543,236,1
12333,Ville-Marie,45.52384,-73.55603,75,1
12336,Mont-Royal,45.51969829999999,-73.6532982,135,1
12337,Ville-Marie,45.49097,-73.58021,508,2
12340,Dorval,45.44993,-73.76499,115,1
12341,Le Plateau-Mont-Royal,45.52167,-73.57553,86,1
12342,Ville-Marie,45.49668,-73.57558,140,2
12343,Ville-Marie,45.51625,-73.56354,115,1
12344,Ville-Marie,45.49509,-73.57753,300,2
12345,Le Sud-Ouest,45.49294,-73.55818,159,2
12346,Ville-Marie,45.50635,-73.56105,100,1
12348,Ville-Marie,45.4960415,-73.57051659999999,200,2
12350,Mercier-Hochelaga-Maisonneuve,45.60401000248154,-73.5117017050097,95,1
12351,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47864,-73.62578,75,1
12353,Ville-Marie,45.50396,-73.56375,96,1
12354,Ville-Marie,45.49916,-73.55946,69,1
12356,Ville-Marie,45.52696976159243,-73.54745986849456,150,5
12357,Le Plateau-Mont-Royal,45.52715,-73.57375,522,1
12359,Le Plateau-Mont-Royal,45.53355,-73.57881,130,1
12360,Verdun,45.47184,-73.53987,99,14
12361,Le Plateau-Mont-Royal,45.52441,-73.60335,143,1
12363,Ville-Marie,45.49317,-73.57268,277,1
12364,Saint-Laurent,45.508029552759474,-73.69018766710968,159,1
12365,Le Plateau-Mont-Royal,45.52079,-73.59321,49,2
12366,Villeray-Saint-Michel-Parc-Extension,45.5447,-73.63487,130,7
12367,Mercier-Hochelaga-Maisonneuve,45.5981,-73.53233,97,1
12368,Ahuntsic-Cartierville,45.54949,-73.64296,38,2
12369,Ville-Marie,45.49517,-73.58014,138,1
12371,Ville-Marie,45.49720931181619,-73.58580824486025,95,1
12372,Ville-Marie,45.49515,-73.57784,164,2
12373,Le Plateau-Mont-Royal,45.52976,-73.59119,84,1
12375,Le Sud-Ouest,45.449196,-73.6011111,195,3
12376,Westmount,45.47844,-73.60527,111,2
12377,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49251977389659,-73.6362373264248,72,5
12378,Le Plateau-Mont-Royal,45.5277,-73.5648,40,1
12379,Ville-Marie,45.50905,-73.55315,65,1
12380,Rivière-des-Prairies-Pointe-aux-Trembles,45.66192,-73.55364,100,1
12381,Ville-Marie,45.49741,-73.57321,161,1
12382,Ville-Marie,45.5281704,-73.5473691,81,1
12384,Le Sud-Ouest,45.4773972,-73.5663932,118,1
12386,Verdun,45.46222,-73.57097,441,2
12388,Verdun,45.46182,-73.5461,43,1
12392,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49939,-73.62296,75,2
12394,Le Plateau-Mont-Royal,45.52877,-73.58713,140,2
12395,Ville-Marie,45.5307526,-73.55305249999999,59,1
12397,Le Plateau-Mont-Royal,45.51559,-73.57258,182,1
12398,Le Sud-Ouest,45.48188,-73.56012,190,2
12400,Mercier-Hochelaga-Maisonneuve,45.54834,-73.53595,435,2
12402,Rosemont-La Petite-Patrie,45.5547,-73.55972,105,1
12403,Le Plateau-Mont-Royal,45.51521,-73.57593,134,2
12404,Ville-Marie,45.49657,-73.5753,70,1
12405,Ville-Marie,45.49682,-73.57741,81,1
12406,Ville-Marie,45.52085779999999,-73.5566338,90,2
12407,Mercier-Hochelaga-Maisonneuve,45.5821,-73.53869,149,13
12408,Ville-Marie,45.53142,-73.55091,124,1
12409,Ville-Marie,45.5031374,-73.5552076,299,4
12410,Le Plateau-Mont-Royal,45.53547,-73.56643,48,1
12412,Ville-Marie,45.50469,-73.55452,256,1
12413,Ville-Marie,45.53643,-73.56077,301,1
12416,Le Plateau-Mont-Royal,45.52345,-73.57868,192,2
12417,Ville-Marie,45.51768,-73.55475,84,1
12418,Le Sud-Ouest,45.46463,-73.58901,70,4
12419,Rosemont-La Petite-Patrie,45.56854,-73.55443,185,7
12420,Mercier-Hochelaga-Maisonneuve,45.54258,-73.55641,71,1
12422,Westmount,45.48407,-73.60077,119,1
12424,Verdun,45.4542,-73.575,82,1
12425,Le Plateau-Mont-Royal,45.519255,-73.573032,109,1
12426,Mont-Royal,45.51837523801384,-73.65220280530512,90,1
12428,Ville-Marie,45.515112,-73.563788,115,1
12429,Ville-Marie,45.50693,-73.56288,149,4
12430,Rivière-des-Prairies-Pointe-aux-Trembles,45.66856,-73.55287,100,1
12431,Verdun,45.47058,-73.5694,200,1
12432,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48200361307391,-73.62572172273877,39,7
12434,Le Plateau-Mont-Royal,45.52258,-73.57805,137,1
12435,Le Plateau-Mont-Royal,45.53571,-73.58283,200,6
12436,Le Plateau-Mont-Royal,45.51845528409969,-73.56700909893519,100,1
12439,Verdun,45.45682,-73.57394,102,1
12440,Verdun,45.47054,-73.56938,80,1
12441,Ville-Marie,45.4955,-73.58363,96,5
12444,Rosemont-La Petite-Patrie,45.54325,-73.60495,174,2
12445,Mercier-Hochelaga-Maisonneuve,45.55265,-73.53783,85,2
12447,Ville-Marie,45.48936,-73.58285,101,1
12448,Ville-Marie,45.49264,-73.58461,117,2
12449,Le Plateau-Mont-Royal,45.53423,-73.57591,99,2
12450,Le Plateau-Mont-Royal,45.52043,-73.57987,174,2
12451,Le Plateau-Mont-Royal,45.53503713837297,-73.57163909822702,274,2
12452,Ville-Marie,45.52238,-73.5559,85,1
12453,Le Plateau-Mont-Royal,45.52206,-73.59109,146,1
12454,Rosemont-La Petite-Patrie,45.55211,-73.55488,75,2
12455,Le Plateau-Mont-Royal,45.51554,-73.57391,49,2
12456,Ville-Marie,45.51973,-73.56238,310,1
12457,Le Plateau-Mont-Royal,45.51432,-73.57386,87,2
12459,Le Sud-Ouest,45.49266730718745,-73.5593237735884,137,1
12460,Ville-Marie,45.4982,-73.57852,106,4
12461,Ville-Marie,45.5102,-73.56451,126,1
12462,Le Plateau-Mont-Royal,45.52985,-73.58933,77,1
12463,Ville-Marie,45.49633,-73.56988,136,1
12464,Le Plateau-Mont-Royal,45.52936,-73.5894,79,1
12465,Le Plateau-Mont-Royal,45.516,-73.5756,138,2
